date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,15521.0,13185.0,2336.0,0.15,130.0,215.0,723.0,1527.0,0.3,1063.0,36.66,/company/source/quarter/3525/12/2022/
2023-03-01,18662.0,15340.0,3322.0,0.18,123.0,191.0,762.0,2492.0,0.33,1670.0,57.71,/company/source/quarter/3525/3/2023/
2023-06-01,17737.0,14688.0,3049.0,0.17,177.0,211.0,749.0,2267.0,0.25,1690.0,58.49,/company/source/quarter/3525/6/2023/
2023-09-01,16012.0,13461.0,2551.0,0.16,171.0,234.0,798.0,1690.0,0.24,1280.0,44.39,/company/source/quarter/3525/9/2023/
2023-12-01,16740.0,13485.0,3255.0,0.19,146.0,262.0,783.0,2355.0,0.25,1775.0,61.55,/company/source/quarter/3525/12/2023/
2024-03-01,20419.0,16305.0,4114.0,0.2,73.0,261.0,815.0,3111.0,0.27,2259.0,78.22,/company/source/quarter/3525/3/2024/
2024-06-01,18819.0,15801.0,3017.0,0.16,83.0,326.0,918.0,1857.0,0.2,1493.0,51.78,/company/source/quarter/3525/6/2024/
2024-09-01,16294.0,14269.0,2026.0,0.12,226.0,393.0,980.0,879.0,0.19,708.0,24.34,/company/source/quarter/3525/9/2024/
2024-12-01,17779.0,14885.0,2893.0,0.16,247.0,457.0,993.0,1691.0,0.19,1363.0,47.09,/company/source/quarter/3525/12/2024/
2025-03-01,23063.0,18456.0,4608.0,0.2,93.0,475.0,1125.0,3101.0,0.2,2475.0,84.23,/company/source/quarter/3525/3/2025/
2025-06-01,21275.0,16869.0,4406.0,0.21,142.0,433.0,1107.0,3008.0,0.26,2221.0,75.54,/company/source/quarter/3525/6/2025/
2025-09-01,19607.0,16518.0,3089.0,0.16,174.0,459.0,1148.0,1656.0,0.25,1238.0,41.79,/company/source/quarter/3525/9/2025/
2025-12-01,21830.0,17919.0,3911.0,0.18,46.0,492.0,1182.0,2283.0,0.24,1729.0,58.55,/company/source/quarter/3525/12/2025/
