date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,8637.0,7025.0,1611.0,0.19,122.0,41.0,214.0,1478.0,0.26,1097.0,11.18,/company/source/quarter/295/12/2022/
2023-03-01,8787.0,6923.0,1865.0,0.21,104.0,39.0,220.0,1710.0,0.26,1258.0,12.87,/company/source/quarter/295/3/2023/
2023-06-01,9182.0,7061.0,2121.0,0.23,228.0,46.0,198.0,2105.0,0.25,1575.0,16.16,/company/source/quarter/295/6/2023/
2023-09-01,8479.0,6762.0,1716.0,0.2,194.0,51.0,209.0,1651.0,0.25,1232.0,12.57,/company/source/quarter/295/9/2023/
2023-12-01,9103.0,7047.0,2056.0,0.23,186.0,54.0,220.0,1968.0,0.25,1475.0,15.09,/company/source/quarter/295/12/2023/
2024-03-01,8731.0,7039.0,1691.0,0.19,212.0,54.0,226.0,1624.0,0.21,1275.0,13.1,/company/source/quarter/295/3/2024/
2024-06-01,8970.0,7276.0,1694.0,0.19,193.0,55.0,228.0,1604.0,0.26,1187.0,12.2,/company/source/quarter/295/6/2024/
2024-09-01,8028.0,6788.0,1240.0,0.15,25.0,63.0,242.0,959.0,0.28,694.0,7.24,/company/source/quarter/295/9/2024/
2024-12-01,8549.0,6913.0,1637.0,0.19,193.0,56.0,256.0,1518.0,0.26,1128.0,11.58,/company/source/quarter/295/12/2024/
2025-03-01,8359.0,6923.0,1436.0,0.17,-60.0,53.0,301.0,1022.0,0.31,701.0,7.22,/company/source/quarter/295/3/2025/
2025-06-01,8939.0,7314.0,1625.0,0.18,229.0,44.0,301.0,1509.0,0.26,1117.0,11.47,/company/source/quarter/295/6/2025/
2025-09-01,8531.0,7028.0,1503.0,0.18,237.0,44.0,305.0,1392.0,0.27,1018.0,10.36,/company/source/quarter/295/9/2025/
2025-12-01,8867.0,7086.0,1781.0,0.2,69.0,48.0,313.0,1489.0,0.28,1074.0,11.05,/company/source/quarter/295/12/2025/
