date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,26700.0,20335.0,6365.0,0.24,260.0,116.0,1137.0,5372.0,0.24,4096.0,15.09,/company/source/quarter/1297/12/2022/
2023-03-01,26606.0,20743.0,5863.0,0.22,453.0,94.0,1027.0,5195.0,0.23,3981.0,14.68,/company/source/quarter/1297/3/2023/
2023-06-01,26296.0,20931.0,5365.0,0.2,344.0,86.0,927.0,4696.0,0.25,3531.0,13.02,/company/source/quarter/1297/6/2023/
2023-09-01,26672.0,20743.0,5929.0,0.22,365.0,156.0,1010.0,5128.0,0.25,3833.0,14.12,/company/source/quarter/1297/9/2023/
2023-12-01,28446.0,21659.0,6787.0,0.24,370.0,140.0,1143.0,5874.0,0.26,4351.0,16.03,/company/source/quarter/1297/12/2023/
2024-03-01,28499.0,22382.0,6117.0,0.21,416.0,171.0,1093.0,5269.0,0.24,3995.0,14.69,/company/source/quarter/1297/3/2024/
2024-06-01,28057.0,22264.0,5793.0,0.21,1103.0,191.0,998.0,5707.0,0.25,4259.0,15.69,/company/source/quarter/1297/6/2024/
2024-09-01,28862.0,22493.0,6369.0,0.22,456.0,131.0,1007.0,5687.0,0.26,4237.0,15.61,/company/source/quarter/1297/9/2024/
2024-12-01,29890.0,23030.0,6860.0,0.23,477.0,166.0,1039.0,6132.0,0.25,4594.0,16.92,/company/source/quarter/1297/12/2024/
2025-03-01,30246.0,23764.0,6482.0,0.21,449.0,156.0,1040.0,5735.0,0.25,4309.0,15.87,/company/source/quarter/1297/3/2025/
2025-06-01,30349.0,24314.0,6035.0,0.2,456.0,209.0,1093.0,5189.0,0.26,3844.0,14.16,/company/source/quarter/1297/6/2025/
2025-09-01,31942.0,25397.0,6545.0,0.2,415.0,215.0,1043.0,5702.0,0.26,4236.0,15.61,/company/source/quarter/1297/9/2025/
2025-12-01,33872.0,26460.0,7412.0,0.22,-571.0,205.0,1127.0,5509.0,0.26,4082.0,15.02,/company/source/quarter/1297/12/2025/
