date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,29870.0,24802.0,5068.0,0.17,1348.0,1382.0,1092.0,3943.0,0.23,3021.0,22.3,/company/source/quarter/1973/9/2022/
2022-12-01,30621.0,25368.0,5254.0,0.17,1184.0,1596.0,1110.0,3732.0,0.2,2994.0,21.53,/company/source/quarter/1973/12/2022/
2023-03-01,32456.0,26798.0,5658.0,0.17,662.0,1634.0,1194.0,3492.0,0.14,2998.0,21.2,/company/source/quarter/1973/3/2023/
2023-06-01,33892.0,27642.0,6249.0,0.18,1065.0,1719.0,1128.0,4468.0,0.18,3684.0,28.21,/company/source/quarter/1973/6/2023/
2023-09-01,34436.0,28706.0,5730.0,0.17,812.0,1835.0,1139.0,3568.0,0.3,2484.0,18.88,/company/source/quarter/1973/9/2023/
2023-12-01,35299.0,29075.0,6224.0,0.18,756.0,1945.0,1123.0,3912.0,0.24,2977.0,21.38,/company/source/quarter/1973/12/2023/
2024-03-01,35452.0,28848.0,6604.0,0.19,750.0,1989.0,1335.0,4030.0,0.22,3125.0,22.15,/company/source/quarter/1973/3/2024/
2024-06-01,37218.0,29975.0,7243.0,0.19,733.0,2108.0,1248.0,4621.0,0.23,3546.0,26.4,/company/source/quarter/1973/6/2024/
2024-09-01,37924.0,30790.0,7133.0,0.19,1126.0,2217.0,1302.0,4740.0,0.29,3361.0,25.5,/company/source/quarter/1973/9/2024/
2024-12-01,41470.0,33239.0,8231.0,0.2,719.0,2362.0,1495.0,5092.0,0.29,3624.0,25.58,/company/source/quarter/1973/12/2024/
2025-03-01,42599.0,34688.0,7911.0,0.19,1141.0,2397.0,2029.0,4627.0,0.23,3542.0,26.5,/company/source/quarter/1973/3/2025/
2025-06-01,45529.0,37301.0,8228.0,0.18,1395.0,2431.0,1548.0,5644.0,0.22,4377.0,32.84,/company/source/quarter/1973/6/2025/
2025-09-01,46106.0,37177.0,8929.0,0.19,1145.0,2347.0,1669.0,6058.0,0.35,3964.0,29.54,/company/source/quarter/1973/9/2025/
