date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,745.22,737.08,8.14,0.0109,35.62,128.6,7.99,-92.83,0.002,-93.02,-4.5,/company/source/quarter/529/9/2022/
2022-12-01,651.97,612.19,39.78,0.061,6.06,138.64,7.98,-100.78,0.0,-100.78,-4.88,/company/source/quarter/529/12/2022/
2023-03-01,670.17,765.5,-95.33,-0.1422,20.62,134.92,9.4,-219.03,0.1235,-246.09,-11.92,/company/source/quarter/529/3/2023/
2023-06-01,498.01,494.65,3.36,0.0067,6.32,114.64,7.87,-112.83,0.061900000000000004,-119.81,-5.8,/company/source/quarter/529/6/2023/
2023-09-01,440.6,425.11,15.49,0.0352,81.91,148.11,7.89,-58.6,-0.1128,-51.99,-2.52,/company/source/quarter/529/9/2023/
2023-12-01,369.22,393.43,-24.21,-0.06559999999999999,3897.79,58.41,7.79,3807.38,0.1979,3053.97,147.87,/company/source/quarter/529/12/2023/
2024-03-01,380.65,424.51,-43.86,-0.1152,71.0,5.19,7.79,14.16,-3.6935000000000002,66.46,3.22,/company/source/quarter/529/3/2024/
2024-06-01,450.97,439.02,11.95,0.0265,22.2,5.58,8.09,20.48,0.2412,15.54,0.75,/company/source/quarter/529/6/2024/
2024-09-01,380.63,422.43,-41.8,-0.10980000000000001,531.65,7.7,8.27,473.88,0.17059999999999997,393.02,19.03,/company/source/quarter/529/9/2024/
2024-12-01,414.81,398.91,15.9,0.0383,89.58,3.3,8.27,93.91,0.254,70.06,3.39,/company/source/quarter/529/12/2024/
2025-03-01,359.02,371.87,-12.85,-0.0358,36.37,2.66,8.25,12.61,0.0849,11.54,0.56,/company/source/quarter/529/3/2025/
2025-06-01,377.84,391.88,-14.04,-0.037200000000000004,36.63,3.61,7.84,11.14,-0.2397,13.81,0.67,/company/source/quarter/529/6/2025/
2025-09-01,362.63,375.34,-12.71,-0.035,29.58,3.61,8.53,4.73,0.5941,1.92,0.09,/company/source/quarter/529/9/2025/
