date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,15144.0,11665.0,3479.0,0.23,80.0,28.0,272.0,3259.0,0.18,2670.0,11.34,/company/source/quarter/1350/9/2022/
2022-12-01,15597.0,11903.0,3694.0,0.24,7.0,29.0,293.0,3379.0,0.27,2481.0,10.53,/company/source/quarter/1350/12/2022/
2023-03-01,15215.0,11643.0,3572.0,0.23,240.0,29.0,291.0,3492.0,0.26,2601.0,11.07,/company/source/quarter/1350/3/2023/
2023-06-01,15496.0,11832.0,3664.0,0.24,146.0,50.0,286.0,3474.0,0.26,2556.0,10.87,/company/source/quarter/1350/6/2023/
2023-09-01,15623.0,11828.0,3795.0,0.24,178.0,88.0,297.0,3588.0,0.26,2657.0,11.3,/company/source/quarter/1350/9/2023/
2023-12-01,15567.0,11902.0,3665.0,0.24,184.0,91.0,313.0,3445.0,0.27,2508.0,10.68,/company/source/quarter/1350/12/2023/
2024-03-01,15210.0,11675.0,3535.0,0.23,309.0,105.0,320.0,3419.0,0.25,2561.0,10.89,/company/source/quarter/1350/3/2024/
2024-06-01,15707.0,11965.0,3742.0,0.24,209.0,93.0,329.0,3529.0,0.26,2612.0,11.11,/company/source/quarter/1350/6/2024/
2024-09-01,15926.0,12139.0,3787.0,0.24,203.0,110.0,338.0,3542.0,0.27,2595.0,11.03,/company/source/quarter/1350/9/2024/
2024-12-01,15818.0,12123.0,3695.0,0.23,740.0,112.0,341.0,3982.0,0.25,2989.0,12.7,/company/source/quarter/1350/12/2024/
2025-03-01,15670.0,12052.0,3618.0,0.23,171.0,80.0,347.0,3362.0,0.26,2475.0,10.49,/company/source/quarter/1350/3/2025/
2025-06-01,16514.0,12797.0,3717.0,0.23,74.0,127.0,361.0,3303.0,0.16,2768.0,11.73,/company/source/quarter/1350/6/2025/
2025-09-01,16241.0,12515.0,3726.0,0.23,331.0,129.0,358.0,3570.0,0.25,2694.0,11.43,/company/source/quarter/1350/9/2025/
