date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,5810.0,4403.0,1408.0,0.24,114.0,32.0,272.0,1218.0,0.34,808.0,9.92,/company/source/quarter/661/12/2022/
2023-03-01,5739.0,4566.0,1174.0,0.2,-48.0,34.0,346.0,745.0,0.3,522.0,6.51,/company/source/quarter/661/3/2023/
2023-06-01,6329.0,4835.0,1494.0,0.24,136.0,16.0,239.0,1375.0,0.28,998.0,12.33,/company/source/quarter/661/6/2023/
2023-09-01,6678.0,4944.0,1734.0,0.26,176.0,26.0,290.0,1594.0,0.28,1155.0,14.01,/company/source/quarter/661/9/2023/
2023-12-01,6604.0,4856.0,1748.0,0.26,-10.0,30.0,233.0,1474.0,0.28,1068.0,13.08,/company/source/quarter/661/12/2023/
2024-03-01,6163.0,4847.0,1316.0,0.21,249.0,18.0,288.0,1259.0,0.26,932.0,11.63,/company/source/quarter/661/3/2024/
2024-06-01,6694.0,4978.0,1716.0,0.26,160.0,18.0,247.0,1611.0,0.27,1175.0,14.58,/company/source/quarter/661/6/2024/
2024-09-01,7051.0,5165.0,1886.0,0.27,191.0,15.0,272.0,1789.0,0.27,1305.0,16.13,/company/source/quarter/661/9/2024/
2024-12-01,7073.0,5084.0,1989.0,0.28,222.0,15.0,280.0,1916.0,0.17,1575.0,19.45,/company/source/quarter/661/12/2024/
2025-03-01,6730.0,5192.0,1538.0,0.23,289.0,14.0,309.0,1504.0,0.19,1214.0,15.13,/company/source/quarter/661/3/2025/
2025-06-01,6957.0,5179.0,1778.0,0.26,259.0,14.0,253.0,1770.0,0.27,1292.0,16.06,/company/source/quarter/661/6/2025/
2025-09-01,7589.0,5695.0,1895.0,0.25,269.0,13.0,297.0,1854.0,0.27,1353.0,16.73,/company/source/quarter/661/9/2025/
2025-12-01,7074.0,5819.0,1255.0,0.18,-70.0,14.0,278.0,893.0,0.24,674.0,8.37,/company/source/quarter/661/12/2025/
