date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,119170.0,114957.0,4213.0,0.04,415.0,1128.0,1586.0,1913.0,0.09,1747.0,4.03,/company/source/quarter/462/12/2022/
2023-03-01,118115.0,107031.0,11085.0,0.09,523.0,1148.0,1605.0,8854.0,0.22,6870.0,15.84,/company/source/quarter/462/3/2023/
2023-06-01,112985.0,97200.0,15785.0,0.14,1003.0,1071.0,1614.0,14103.0,0.25,10644.0,24.53,/company/source/quarter/462/6/2023/
2023-09-01,103044.0,90104.0,12941.0,0.13,911.0,1190.0,1605.0,11056.0,0.25,8244.0,19.0,/company/source/quarter/462/9/2023/
2023-12-01,115499.0,109300.0,6199.0,0.05,919.0,920.0,1830.0,4367.0,0.27,3181.0,7.33,/company/source/quarter/462/12/2023/
2024-03-01,116555.0,107600.0,8955.0,0.08,403.0,967.0,1722.0,6669.0,0.28,4790.0,11.04,/company/source/quarter/462/3/2024/
2024-06-01,113095.0,107468.0,5627.0,0.05,807.0,889.0,1686.0,3859.0,0.26,2842.0,6.55,/company/source/quarter/462/6/2024/
2024-09-01,102785.0,98268.0,4517.0,0.04,1278.0,923.0,1779.0,3094.0,0.26,2297.0,5.29,/company/source/quarter/462/9/2024/
2024-12-01,113166.0,105710.0,7456.0,0.07,548.0,861.0,1810.0,5333.0,0.29,3806.0,8.77,/company/source/quarter/462/12/2024/
2025-03-01,111230.0,103494.0,7737.0,0.07,1061.0,919.0,1982.0,5897.0,0.26,4392.0,10.12,/company/source/quarter/462/3/2025/
2025-06-01,112551.0,102874.0,9678.0,0.09,1840.0,758.0,1889.0,8872.0,0.23,6839.0,15.76,/company/source/quarter/462/6/2025/
2025-09-01,104946.0,95185.0,9761.0,0.09,1375.0,833.0,1958.0,8345.0,0.26,6191.0,14.27,/company/source/quarter/462/9/2025/
2025-12-01,119029.0,107343.0,11687.0,0.1,687.0,657.0,1979.0,9737.0,0.26,7188.0,16.57,/company/source/quarter/462/12/2025/
