date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,29942.0,27172.0,2771.0,0.09,662.0,31.0,723.0,2679.0,0.21,2112.0,69.93,/company/source/quarter/2023/9/2022/
2022-12-01,29251.0,25878.0,3373.0,0.12,893.0,30.0,1209.0,3027.0,0.21,2406.0,79.65,/company/source/quarter/2023/12/2022/
2023-03-01,32214.0,28320.0,3894.0,0.12,850.0,164.0,1240.0,3341.0,0.2,2688.0,88.97,/company/source/quarter/2023/3/2023/
2023-06-01,32535.0,29015.0,3520.0,0.11,1110.0,46.0,1314.0,3269.0,0.22,2543.0,84.18,/company/source/quarter/2023/6/2023/
2023-09-01,37339.0,32028.0,5312.0,0.14,958.0,35.0,1342.0,4892.0,0.23,3786.0,125.34,/company/source/quarter/2023/9/2023/
2023-12-01,33513.0,29073.0,4440.0,0.13,1053.0,36.0,1302.0,4156.0,0.23,3207.0,102.0,/company/source/quarter/2023/12/2023/
2024-03-01,38471.0,33250.0,5221.0,0.14,1261.0,76.0,1298.0,5108.0,0.23,3952.0,125.71,/company/source/quarter/2023/3/2024/
2024-06-01,35779.0,30673.0,5107.0,0.14,1118.0,57.0,1332.0,4836.0,0.22,3760.0,119.58,/company/source/quarter/2023/6/2024/
2024-09-01,37449.0,32450.0,4999.0,0.13,1570.0,43.0,1386.0,5141.0,0.4,3102.0,98.68,/company/source/quarter/2023/9/2024/
2024-12-01,38764.0,33688.0,5076.0,0.13,1125.0,46.0,1429.0,4726.0,0.21,3727.0,118.54,/company/source/quarter/2023/12/2024/
2025-03-01,40920.0,36076.0,4844.0,0.12,1583.0,48.0,1462.0,4918.0,0.2,3911.0,124.4,/company/source/quarter/2023/3/2025/
2025-06-01,38605.0,33983.0,4623.0,0.12,1924.0,47.0,1556.0,4944.0,0.23,3792.0,120.62,/company/source/quarter/2023/6/2025/
2025-09-01,42344.0,37258.0,5086.0,0.12,1014.0,57.0,1703.0,4339.0,0.23,3349.0,106.52,/company/source/quarter/2023/9/2025/
