date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,59878.0,53817.0,6060.0,0.1,412.0,1519.0,2348.0,2605.0,0.5,1297.0,1.24,/company/source/quarter/3373/9/2022/
2022-12-01,57084.0,53036.0,4048.0,0.07,491.0,1768.0,2368.0,403.0,7.21,-2502.0,-1.82,/company/source/quarter/3373/12/2022/
2023-03-01,62962.0,55742.0,7219.0,0.11,277.0,1794.0,2382.0,3321.0,0.53,1566.0,1.4,/company/source/quarter/3373/3/2023/
2023-06-01,59490.0,54587.0,4903.0,0.08,1190.0,1825.0,2412.0,1855.0,0.72,525.0,0.52,/company/source/quarter/3373/6/2023/
2023-09-01,55682.0,51414.0,4268.0,0.08,-6568.0,1959.0,2480.0,-6739.0,-0.03,-6511.0,-5.07,/company/source/quarter/3373/9/2023/
2023-12-01,55312.0,49048.0,6264.0,0.11,-33.0,1881.0,2422.0,1928.0,0.73,522.0,0.42,/company/source/quarter/3373/12/2023/
2024-03-01,58687.0,52087.0,6601.0,0.11,-382.0,1842.0,2568.0,1809.0,0.69,555.0,0.49,/company/source/quarter/3373/3/2024/
2024-06-01,54771.0,48077.0,6694.0,0.12,-6.0,1777.0,2535.0,2377.0,0.61,919.0,0.77,/company/source/quarter/3373/6/2024/
2024-09-01,53905.0,47789.0,6116.0,0.11,617.0,1971.0,2597.0,2164.0,0.65,759.0,0.67,/company/source/quarter/3373/9/2024/
2024-12-01,53648.0,47745.0,5903.0,0.11,142.0,1804.0,2569.0,1672.0,0.82,295.0,0.26,/company/source/quarter/3373/12/2024/
2025-03-01,56218.0,49659.0,6559.0,0.12,149.0,1789.0,2720.0,2200.0,0.45,1201.0,1.04,/company/source/quarter/3373/3/2025/
2025-06-01,53178.0,45751.0,7428.0,0.14,236.0,1852.0,2744.0,3067.0,0.35,2007.0,1.66,/company/source/quarter/3373/6/2025/
2025-09-01,58689.0,49793.0,8897.0,0.15,-6.0,1775.0,2893.0,4222.0,0.25,3183.0,2.48,/company/source/quarter/3373/9/2025/
