date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,44175.0,33808.0,10367.0,0.23,1380.0,2652.0,3687.0,5408.0,0.37,3418.0,3.44,/company/source/quarter/2303/9/2022/
2022-12-01,44602.0,31783.0,12819.0,0.29,747.0,3168.0,3715.0,6683.0,0.27,4854.0,4.93,/company/source/quarter/2303/12/2022/
2023-03-01,44253.0,32311.0,11942.0,0.27,1084.0,2860.0,3848.0,6318.0,0.23,4872.0,5.01,/company/source/quarter/2303/3/2023/
2023-06-01,43075.0,30664.0,12411.0,0.29,994.0,2922.0,3821.0,6661.0,0.26,4907.0,5.03,/company/source/quarter/2303/6/2023/
2023-09-01,44983.0,32303.0,12680.0,0.28,1024.0,2921.0,4038.0,6746.0,0.3,4726.0,4.76,/company/source/quarter/2303/9/2023/
2023-12-01,42820.0,31458.0,11362.0,0.27,2532.0,3250.0,4074.0,6571.0,0.21,5209.0,5.32,/company/source/quarter/2303/12/2023/
2024-03-01,47628.0,33638.0,13990.0,0.29,1400.0,2955.0,4271.0,8164.0,0.2,6490.0,6.36,/company/source/quarter/2303/3/2024/
2024-06-01,48529.0,35091.0,13438.0,0.28,1187.0,3136.0,4204.0,7284.0,0.24,5506.0,5.65,/company/source/quarter/2303/6/2024/
2024-09-01,44706.0,33041.0,11665.0,0.26,3218.0,3621.0,4216.0,7046.0,0.24,5380.0,5.44,/company/source/quarter/2303/9/2024/
2024-12-01,45069.0,31729.0,13341.0,0.3,986.0,2764.0,4318.0,7245.0,0.29,5170.0,5.22,/company/source/quarter/2303/12/2024/
2025-03-01,49834.0,35080.0,14754.0,0.3,4180.0,3648.0,4663.0,10623.0,0.26,7897.0,7.85,/company/source/quarter/2303/3/2025/
2025-06-01,47065.0,34485.0,12580.0,0.27,3240.0,3468.0,4587.0,7765.0,0.21,6108.0,6.2,/company/source/quarter/2303/6/2025/
2025-09-01,44786.0,31970.0,12816.0,0.29,2734.0,3432.0,4816.0,7301.0,0.28,5225.0,5.23,/company/source/quarter/2303/9/2025/
