date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,13679.0,10795.0,2884.0,0.21,129.0,894.0,624.0,1495.0,0.09,1360.0,12.87,/company/source/quarter/3554/12/2022/
2023-03-01,16569.0,13847.0,2722.0,0.16,302.0,906.0,727.0,1391.0,0.22,1080.0,9.38,/company/source/quarter/3554/3/2023/
2023-06-01,8963.0,7747.0,1216.0,0.14,58.0,700.0,636.0,-62.0,-2.65,102.0,1.97,/company/source/quarter/3554/6/2023/
2023-09-01,10170.0,9049.0,1121.0,0.11,18.0,871.0,657.0,-389.0,-0.25,-293.0,-2.24,/company/source/quarter/3554/9/2023/
2023-12-01,9887.0,9820.0,67.0,0.01,134.0,1191.0,676.0,-1666.0,-0.04,-1607.0,-14.41,/company/source/quarter/3554/12/2023/
2024-03-01,14078.0,12230.0,1848.0,0.13,66.0,1090.0,794.0,30.0,3.67,-80.0,0.47,/company/source/quarter/3554/3/2024/
2024-06-01,9067.0,7998.0,1069.0,0.12,49.0,913.0,660.0,-455.0,0.16,-527.0,-4.55,/company/source/quarter/3554/6/2024/
2024-09-01,11090.0,9873.0,1217.0,0.11,103.0,1070.0,697.0,-447.0,0.31,-585.0,-5.25,/company/source/quarter/3554/9/2024/
2024-12-01,10907.0,9229.0,1678.0,0.15,94.0,730.0,688.0,354.0,-1.41,853.0,9.81,/company/source/quarter/3554/12/2024/
2025-03-01,15573.0,12409.0,3164.0,0.2,-168.0,914.0,705.0,1377.0,0.22,1079.0,10.61,/company/source/quarter/3554/3/2025/
2025-06-01,9216.0,7820.0,1396.0,0.15,152.0,1007.0,731.0,-190.0,-0.07,-176.0,-1.04,/company/source/quarter/3554/6/2025/
2025-09-01,12019.0,10072.0,1947.0,0.16,392.0,784.0,771.0,784.0,0.22,612.0,6.56,/company/source/quarter/3554/9/2025/
2025-12-01,12269.0,10033.0,2236.0,0.18,36.0,774.0,827.0,671.0,0.27,490.0,4.7,/company/source/quarter/3554/12/2025/
