date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,1794.0,1690.0,104.0,0.06,5.0,14.0,16.0,80.0,0.27,58.0,3.03,/company/source/quarter/519/12/2022/
2023-03-01,2624.0,2445.0,179.0,0.07,179.0,18.0,23.0,317.0,0.29,225.0,11.7,/company/source/quarter/519/3/2023/
2023-06-01,2226.0,2081.0,145.0,0.07,9.0,18.0,23.0,114.0,0.27,83.0,4.33,/company/source/quarter/519/6/2023/
2023-09-01,1890.0,1768.0,123.0,0.06,13.0,18.0,23.0,95.0,0.26,71.0,3.44,/company/source/quarter/519/9/2023/
2023-12-01,2241.0,2086.0,155.0,0.07,13.0,10.0,23.0,134.0,0.25,100.0,4.88,/company/source/quarter/519/12/2023/
2024-03-01,3328.0,3086.0,242.0,0.07,13.0,12.0,28.0,214.0,0.25,160.0,7.81,/company/source/quarter/519/3/2024/
2024-06-01,2865.0,2628.0,238.0,0.08,24.0,8.0,28.0,226.0,0.25,169.0,8.21,/company/source/quarter/519/6/2024/
2024-09-01,2276.0,2127.0,149.0,0.07,19.0,6.0,30.0,131.0,0.27,96.0,4.68,/company/source/quarter/519/9/2024/
2024-12-01,2807.0,2599.0,209.0,0.07,21.0,16.0,35.0,179.0,0.26,132.0,6.45,/company/source/quarter/519/12/2024/
2025-03-01,4019.0,3740.0,279.0,0.07,24.0,19.0,35.0,249.0,0.22,194.0,9.42,/company/source/quarter/519/3/2025/
2025-06-01,2982.0,2784.0,199.0,0.07,16.0,10.0,41.0,163.0,0.26,121.0,5.88,/company/source/quarter/519/6/2025/
2025-09-01,2422.0,2240.0,182.0,0.08,10.0,17.0,43.0,132.0,0.25,99.0,4.82,/company/source/quarter/519/9/2025/
2025-12-01,2925.0,2705.0,220.0,0.08,-44.0,22.0,46.0,108.0,0.25,81.0,3.92,/company/source/quarter/519/12/2025/
