date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,3519.0,2698.0,822.0,0.23,193.0,7.0,127.0,880.0,0.25,657.0,24.02,/company/source/quarter/888/9/2022/
2022-12-01,3721.0,2864.0,857.0,0.23,256.0,8.0,135.0,971.0,0.24,741.0,27.09,/company/source/quarter/888/12/2022/
2023-03-01,3804.0,2871.0,934.0,0.25,379.0,8.0,148.0,1156.0,0.22,906.0,33.11,/company/source/quarter/888/3/2023/
2023-06-01,3986.0,2966.0,1021.0,0.26,344.0,10.0,142.0,1212.0,0.24,918.0,33.58,/company/source/quarter/888/6/2023/
2023-09-01,4115.0,3027.0,1087.0,0.26,375.0,13.0,143.0,1307.0,0.22,1016.0,37.12,/company/source/quarter/888/9/2023/
2023-12-01,4179.0,3089.0,1090.0,0.26,368.0,12.0,148.0,1298.0,0.23,996.0,36.38,/company/source/quarter/888/12/2023/
2024-03-01,4256.0,3127.0,1129.0,0.27,437.0,15.0,165.0,1385.0,0.23,1070.0,39.1,/company/source/quarter/888/3/2024/
2024-06-01,4393.0,3228.0,1165.0,0.27,457.0,12.0,169.0,1441.0,0.24,1101.0,40.2,/company/source/quarter/888/6/2024/
2024-09-01,4263.0,3175.0,1088.0,0.26,468.0,13.0,180.0,1362.0,0.19,1100.0,40.15,/company/source/quarter/888/9/2024/
2024-12-01,4973.0,3772.0,1201.0,0.24,452.0,13.0,179.0,1461.0,0.2,1170.0,42.7,/company/source/quarter/888/12/2024/
2025-03-01,5241.0,3983.0,1258.0,0.24,628.0,16.0,201.0,1669.0,0.18,1362.0,49.68,/company/source/quarter/888/3/2025/
2025-06-01,5042.0,3839.0,1203.0,0.24,603.0,15.0,198.0,1593.0,0.24,1205.0,43.95,/company/source/quarter/888/6/2025/
2025-09-01,6172.0,4660.0,1512.0,0.24,486.0,19.0,200.0,1779.0,0.23,1369.0,49.93,/company/source/quarter/888/9/2025/
2025-12-01,6114.0,4557.0,1557.0,0.25,465.0,17.0,211.0,1793.0,0.21,1421.0,51.79,/company/source/quarter/888/12/2025/
