date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,58229.0,42676.0,15553.0,0.27,520.0,160.0,1269.0,14644.0,0.26,10883.0,29.64,/company/source/quarter/3365/12/2022/
2023-03-01,59162.0,43388.0,15774.0,0.27,1175.0,272.0,1286.0,15391.0,0.26,11436.0,31.13,/company/source/quarter/3365/3/2023/
2023-06-01,59381.0,44383.0,14998.0,0.25,1397.0,163.0,1243.0,14989.0,0.26,11120.0,30.26,/company/source/quarter/3365/6/2023/
2023-09-01,59692.0,43946.0,15746.0,0.26,1006.0,159.0,1263.0,15330.0,0.26,11380.0,31.0,/company/source/quarter/3365/9/2023/
2023-12-01,60583.0,44195.0,16388.0,0.27,-96.0,230.0,1233.0,14829.0,0.25,11097.0,30.56,/company/source/quarter/3365/12/2023/
2024-03-01,61237.0,44073.0,17164.0,0.28,1157.0,226.0,1246.0,16849.0,0.26,12502.0,34.37,/company/source/quarter/3365/3/2024/
2024-06-01,62613.0,45951.0,16662.0,0.27,962.0,173.0,1220.0,16231.0,0.25,12105.0,33.28,/company/source/quarter/3365/6/2024/
2024-09-01,64259.0,47528.0,16731.0,0.26,729.0,162.0,1266.0,16032.0,0.25,11955.0,32.92,/company/source/quarter/3365/9/2024/
2024-12-01,63973.0,46939.0,17034.0,0.27,1243.0,234.0,1377.0,16666.0,0.25,12444.0,34.22,/company/source/quarter/3365/12/2024/
2025-03-01,64479.0,47499.0,16980.0,0.26,1028.0,227.0,1379.0,16402.0,0.25,12293.0,33.79,/company/source/quarter/3365/3/2025/
2025-06-01,63437.0,46562.0,16875.0,0.27,1660.0,195.0,1361.0,16979.0,0.24,12819.0,35.27,/company/source/quarter/3365/6/2025/
2025-09-01,65799.0,47821.0,17978.0,0.27,-268.0,229.0,1413.0,16068.0,0.24,12131.0,33.37,/company/source/quarter/3365/9/2025/
2025-12-01,67087.0,48818.0,18269.0,0.27,-2273.0,538.0,1380.0,14078.0,0.24,10720.0,29.45,/company/source/quarter/3365/12/2025/
