date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,46390.0,39736.0,6653.0,0.14,891.0,2383.0,825.0,4336.0,0.29,3058.0,18.17,/company/source/quarter/1870/12/2022/
2023-03-01,58335.0,49981.0,8354.0,0.14,741.0,2334.0,854.0,5907.0,0.25,4459.0,28.37,/company/source/quarter/1870/3/2023/
2023-06-01,47882.0,41566.0,6316.0,0.13,1146.0,2299.0,830.0,4332.0,0.28,3096.0,17.74,/company/source/quarter/1870/6/2023/
2023-09-01,51024.0,43984.0,7040.0,0.14,1133.0,2272.0,910.0,4991.0,0.23,3846.0,23.45,/company/source/quarter/1870/9/2023/
2023-12-01,55128.0,47929.0,7199.0,0.13,838.0,2344.0,921.0,4772.0,0.25,3593.0,21.44,/company/source/quarter/1870/12/2023/
2024-03-01,67079.0,58426.0,8653.0,0.13,1135.0,2345.0,1021.0,6422.0,0.22,5013.0,31.98,/company/source/quarter/1870/3/2024/
2024-06-01,55120.0,48074.0,7046.0,0.13,921.0,2292.0,998.0,4677.0,0.26,3445.0,20.26,/company/source/quarter/1870/6/2024/
2024-09-01,61555.0,53638.0,7917.0,0.13,1101.0,2439.0,1024.0,5555.0,0.26,4099.0,24.69,/company/source/quarter/1870/9/2024/
2024-12-01,64668.0,56770.0,7898.0,0.12,968.0,2486.0,1047.0,5333.0,0.25,3974.0,24.43,/company/source/quarter/1870/12/2024/
2025-03-01,74392.0,64516.0,9876.0,0.13,1610.0,2419.0,1052.0,8014.0,0.23,6156.0,39.97,/company/source/quarter/1870/3/2025/
2025-06-01,63679.0,55655.0,8024.0,0.13,1357.0,2488.0,1033.0,5860.0,0.26,4318.0,26.3,/company/source/quarter/1870/6/2025/
2025-09-01,67984.0,59470.0,8513.0,0.13,1384.0,2470.0,1092.0,6336.0,0.26,4678.0,28.54,/company/source/quarter/1870/9/2025/
2025-12-01,71450.0,62259.0,9190.0,0.13,97.0,2399.0,1072.0,5817.0,0.34,3825.0,23.37,/company/source/quarter/1870/12/2025/
