date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,216737.0,181728.0,35009.0,0.16,3377.0,5201.0,10183.0,23002.0,0.23,17806.0,11.67,/company/source/quarter/2726/12/2022/
2023-03-01,212834.0,174478.0,38356.0,0.18,2996.0,5819.0,11452.0,24081.0,0.11,21327.0,14.26,/company/source/quarter/2726/3/2023/
2023-06-01,207559.0,169466.0,38093.0,0.18,3813.0,5837.0,11775.0,24294.0,0.25,18258.0,11.83,/company/source/quarter/2726/6/2023/
2023-09-01,231886.0,190918.0,40968.0,0.18,3841.0,5731.0,12585.0,26493.0,0.25,19878.0,12.85,/company/source/quarter/2726/9/2023/
2023-12-01,225086.0,184430.0,40656.0,0.18,3869.0,5789.0,12903.0,25833.0,0.25,19641.0,12.76,/company/source/quarter/2726/12/2023/
2024-03-01,236533.0,194017.0,42516.0,0.18,4534.0,5761.0,13569.0,27720.0,0.24,21243.0,14.01,/company/source/quarter/2726/3/2024/
2024-06-01,231784.0,193019.0,38765.0,0.17,3983.0,5918.0,13596.0,23234.0,0.25,17445.0,11.19,/company/source/quarter/2726/6/2024/
2024-09-01,231535.0,192477.0,39058.0,0.17,4876.0,6017.0,12880.0,25037.0,0.24,19323.0,12.24,/company/source/quarter/2726/9/2024/
2024-12-01,239986.0,196197.0,43789.0,0.18,4214.0,6179.0,13181.0,28643.0,0.24,21930.0,13.7,/company/source/quarter/2726/12/2024/
2025-03-01,261388.0,217556.0,43832.0,0.17,4905.0,6155.0,13479.0,29103.0,0.23,22611.0,14.34,/company/source/quarter/2726/3/2025/
2025-06-01,243632.0,200727.0,42905.0,0.18,15119.0,7036.0,13842.0,37146.0,0.17,30783.0,19.95,/company/source/quarter/2726/6/2025/
2025-09-01,254623.0,208738.0,45885.0,0.18,4482.0,6827.0,14416.0,29124.0,0.24,22092.0,13.42,/company/source/quarter/2726/9/2025/
2025-12-01,264905.0,218887.0,46018.0,0.17,4914.0,6613.0,14622.0,29697.0,0.25,22290.0,13.78,/company/source/quarter/2726/12/2025/
