date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,20803.0,13416.0,7387.0,0.36,0.0,2961.0,168.0,4258.0,0.3,2997.0,9.77,/company/source/quarter/373/9/2022/
2022-12-01,21755.0,13924.0,7831.0,0.36,0.0,3241.0,172.0,4419.0,0.25,3300.0,11.19,/company/source/quarter/373/12/2022/
2023-03-01,23625.0,15470.0,8154.0,0.35,2.0,3436.0,181.0,4540.0,0.27,3335.0,11.11,/company/source/quarter/373/3/2023/
2023-06-01,23280.0,13935.0,9345.0,0.4,3.0,4020.0,202.0,5125.0,0.28,3709.0,12.2,/company/source/quarter/373/6/2023/
2023-09-01,26023.0,16073.0,9950.0,0.38,0.0,4449.0,209.0,5292.0,0.29,3756.0,12.09,/company/source/quarter/373/9/2023/
2023-12-01,29038.0,18601.0,10438.0,0.36,2.0,4777.0,232.0,5431.0,0.26,4045.0,13.52,/company/source/quarter/373/12/2023/
2024-03-01,32041.0,21108.0,10933.0,0.34,4.0,5154.0,257.0,5527.0,0.26,4085.0,13.28,/company/source/quarter/373/3/2024/
2024-06-01,31480.0,19655.0,11825.0,0.38,3.0,5592.0,267.0,5968.0,0.29,4209.0,13.39,/company/source/quarter/373/6/2024/
2024-09-01,33704.0,21420.0,12283.0,0.36,3.0,6046.0,275.0,5966.0,0.3,4180.0,13.07,/company/source/quarter/373/9/2024/
2024-12-01,32042.0,19669.0,12373.0,0.39,3.0,6276.0,288.0,5812.0,0.24,4412.0,13.97,/company/source/quarter/373/12/2024/
2025-03-01,36595.0,23868.0,12728.0,0.35,10.0,6396.0,339.0,6002.0,0.21,4756.0,15.14,/company/source/quarter/373/3/2025/
2025-06-01,35439.0,21124.0,14315.0,0.4,13.0,6807.0,317.0,7204.0,0.26,5329.0,17.46,/company/source/quarter/373/6/2025/
2025-09-01,37403.0,23352.0,14050.0,0.38,3.0,6901.0,327.0,6825.0,0.3,4746.0,14.04,/company/source/quarter/373/9/2025/
2025-12-01,39708.0,25842.0,13866.0,0.35,-378.0,7232.0,330.0,5926.0,0.26,4368.0,13.95,/company/source/quarter/373/12/2025/
