date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,9163.0,7916.0,1247.0,0.14,61.0,60.0,106.0,1142.0,0.27,835.0,9.36,/company/source/quarter/3437/9/2022/
2022-12-01,11609.0,10262.0,1347.0,0.12,90.0,79.0,113.0,1245.0,0.27,913.0,10.18,/company/source/quarter/3437/12/2022/
2023-03-01,10360.0,9271.0,1089.0,0.11,114.0,96.0,119.0,988.0,0.26,736.0,8.22,/company/source/quarter/3437/3/2023/
2023-06-01,11897.0,10772.0,1125.0,0.09,114.0,109.0,128.0,1002.0,0.25,756.0,8.48,/company/source/quarter/3437/6/2023/
2023-09-01,12529.0,11118.0,1411.0,0.11,125.0,140.0,144.0,1252.0,0.27,916.0,10.31,/company/source/quarter/3437/9/2023/
2023-12-01,14164.0,12599.0,1565.0,0.11,136.0,169.0,154.0,1378.0,0.24,1053.0,11.86,/company/source/quarter/3437/12/2023/
2024-03-01,12494.0,11303.0,1191.0,0.1,159.0,201.0,158.0,991.0,0.22,771.0,8.68,/company/source/quarter/3437/3/2024/
2024-06-01,13266.0,12019.0,1247.0,0.09,120.0,230.0,164.0,973.0,0.27,715.0,8.05,/company/source/quarter/3437/6/2024/
2024-09-01,14534.0,13298.0,1236.0,0.08,123.0,240.0,171.0,948.0,0.26,704.0,7.93,/company/source/quarter/3437/9/2024/
2024-12-01,17740.0,16066.0,1674.0,0.09,128.0,231.0,175.0,1396.0,0.25,1047.0,11.79,/company/source/quarter/3437/12/2024/
2025-03-01,14916.0,13379.0,1537.0,0.1,116.0,252.0,183.0,1218.0,0.28,871.0,9.81,/company/source/quarter/3437/3/2025/
2025-06-01,16523.0,14693.0,1830.0,0.11,105.0,271.0,184.0,1480.0,0.26,1091.0,12.29,/company/source/quarter/3437/6/2025/
2025-09-01,18725.0,16850.0,1875.0,0.1,113.0,277.0,189.0,1522.0,0.26,1120.0,12.62,/company/source/quarter/3437/9/2025/
2025-12-01,25416.0,22703.0,2713.0,0.11,-1.0,282.0,207.0,2223.0,0.24,1684.0,18.97,/company/source/quarter/3437/12/2025/
