date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,1142.0,828.0,314.0,0.28,45.0,20.0,57.0,281.0,0.21,222.0,2.29,/company/source/quarter/1274774/12/2022/
2023-03-01,1215.0,874.0,340.0,0.28,40.0,20.0,60.0,301.0,0.17,251.0,2.58,/company/source/quarter/1274774/3/2023/
2023-06-01,1285.0,948.0,337.0,0.26,41.0,19.0,56.0,303.0,0.21,240.0,2.47,/company/source/quarter/1274774/6/2023/
2023-09-01,1363.0,976.0,387.0,0.28,45.0,9.0,58.0,366.0,0.24,277.0,2.85,/company/source/quarter/1274774/9/2023/
2023-12-01,1335.0,949.0,386.0,0.29,46.0,11.0,61.0,360.0,0.2,289.0,2.98,/company/source/quarter/1274774/12/2023/
2024-03-01,1423.0,1041.0,382.0,0.27,45.0,21.0,70.0,336.0,0.25,252.0,2.59,/company/source/quarter/1274774/3/2024/
2024-06-01,1543.0,1156.0,387.0,0.25,35.0,24.0,77.0,321.0,0.26,236.0,2.43,/company/source/quarter/1274774/6/2024/
2024-09-01,1707.0,1257.0,451.0,0.26,41.0,34.0,84.0,374.0,0.25,282.0,2.9,/company/source/quarter/1274774/9/2024/
2024-12-01,1868.0,1369.0,499.0,0.27,-40.0,52.0,98.0,309.0,0.23,239.0,2.46,/company/source/quarter/1274774/12/2024/
2025-03-01,1910.0,1398.0,512.0,0.27,47.0,55.0,101.0,402.0,0.21,319.0,3.28,/company/source/quarter/1274774/3/2025/
2025-06-01,2028.0,1505.0,523.0,0.26,37.0,55.0,104.0,400.0,0.23,308.0,3.17,/company/source/quarter/1274774/6/2025/
2025-09-01,2135.0,1560.0,575.0,0.27,33.0,54.0,108.0,446.0,-0.1,491.0,5.05,/company/source/quarter/1274774/9/2025/
2025-12-01,2068.0,1529.0,538.0,0.26,-3.0,60.0,111.0,365.0,0.17,301.0,3.09,/company/source/quarter/1274774/12/2025/
