date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,11151.0,1785.0,9366.0,0.84,199.0,2187.0,3317.0,4060.0,0.1,3650.0,3.92,/company/source/quarter/2523/9/2022/
2022-12-01,11262.0,1368.0,9893.0,0.88,500.0,3012.0,3407.0,3975.0,0.08,3645.0,3.92,/company/source/quarter/2523/12/2022/
2023-03-01,12264.0,1433.0,10831.0,0.88,294.0,2475.0,3314.0,5335.0,0.19,4323.0,4.65,/company/source/quarter/2523/3/2023/
2023-06-01,11048.0,1716.0,9332.0,0.84,209.0,2057.0,3266.0,4218.0,0.15,3597.0,3.87,/company/source/quarter/2523/6/2023/
2023-09-01,11267.0,1557.0,9710.0,0.86,263.0,2341.0,3277.0,4355.0,0.13,3781.0,4.07,/company/source/quarter/2523/9/2023/
2023-12-01,11550.0,1375.0,10175.0,0.88,380.0,2446.0,3293.0,4816.0,0.16,4028.0,4.33,/company/source/quarter/2523/12/2023/
2024-03-01,11978.0,2055.0,9923.0,0.83,389.0,1928.0,3259.0,5125.0,0.19,4166.0,4.48,/company/source/quarter/2523/3/2024/
2024-06-01,11006.0,1466.0,9540.0,0.87,302.0,2039.0,3200.0,4603.0,0.19,3724.0,4.0,/company/source/quarter/2523/6/2024/
2024-09-01,11278.0,1681.0,9597.0,0.85,814.0,2441.0,3292.0,4678.0,0.19,3793.0,4.08,/company/source/quarter/2523/9/2024/
2024-12-01,11233.0,1700.0,9533.0,0.85,552.0,1917.0,3216.0,4952.0,0.22,3862.0,4.15,/company/source/quarter/2523/12/2024/
2025-03-01,12275.0,2081.0,10194.0,0.83,366.0,2303.0,3196.0,5062.0,0.18,4143.0,4.45,/company/source/quarter/2523/3/2025/
2025-06-01,11196.0,2094.0,9102.0,0.81,461.0,1934.0,3130.0,4499.0,0.19,3631.0,3.9,/company/source/quarter/2523/6/2025/
2025-09-01,11476.0,2421.0,9055.0,0.79,712.0,2148.0,3223.0,4395.0,0.19,3566.0,3.83,/company/source/quarter/2523/9/2025/
