date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,53151.0,49603.0,3548.0,0.07,368.0,934.0,1768.0,1214.0,-0.12,1362.0,6.06,/company/source/quarter/1328/12/2022/
2023-03-01,55857.0,50530.0,5327.0,0.1,354.0,986.0,1856.0,2839.0,0.15,2411.0,10.73,/company/source/quarter/1328/3/2023/
2023-06-01,52991.0,47277.0,5714.0,0.11,381.0,992.0,1786.0,3317.0,0.26,2454.0,10.92,/company/source/quarter/1328/6/2023/
2023-09-01,54169.0,48557.0,5612.0,0.1,496.0,1034.0,1843.0,3231.0,0.32,2196.0,9.77,/company/source/quarter/1328/9/2023/
2023-12-01,52808.0,46943.0,5865.0,0.11,281.0,944.0,1874.0,3328.0,0.3,2331.0,10.37,/company/source/quarter/1328/12/2023/
2024-03-01,55994.0,49314.0,6680.0,0.12,362.0,888.0,2018.0,4136.0,0.23,3174.0,14.12,/company/source/quarter/1328/3/2024/
2024-06-01,57013.0,49510.0,7503.0,0.13,96.0,859.0,1892.0,4848.0,0.37,3074.0,13.68,/company/source/quarter/1328/6/2024/
2024-09-01,58203.0,50320.0,7883.0,0.14,561.0,869.0,1932.0,5643.0,0.31,3909.0,17.39,/company/source/quarter/1328/9/2024/
2024-12-01,58390.0,50807.0,7583.0,0.13,469.0,817.0,1939.0,5296.0,0.29,3735.0,16.62,/company/source/quarter/1328/12/2024/
2025-03-01,64890.0,56054.0,8836.0,0.14,706.0,874.0,2118.0,6550.0,0.19,5284.0,23.51,/company/source/quarter/1328/3/2025/
2025-06-01,64232.0,56326.0,7906.0,0.12,604.0,754.0,2080.0,5676.0,0.29,4004.0,17.82,/company/source/quarter/1328/6/2025/
2025-09-01,66058.0,57092.0,8966.0,0.14,532.0,803.0,2155.0,6540.0,0.28,4741.0,21.1,/company/source/quarter/1328/9/2025/
2025-12-01,66521.0,58530.0,7991.0,0.12,-2061.0,881.0,2220.0,2829.0,0.28,2049.0,9.12,/company/source/quarter/1328/12/2025/
