date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,10952.0,7996.0,2957.0,0.27,85.0,19.0,610.0,2412.0,0.06,2256.0,9.43,/company/source/quarter/3245/9/2022/
2022-12-01,11241.0,8237.0,3004.0,0.27,174.0,46.0,660.0,2471.0,0.11,2181.0,9.03,/company/source/quarter/3245/12/2022/
2023-03-01,10931.0,8129.0,2802.0,0.26,202.0,93.0,672.0,2240.0,0.1,1983.0,8.27,/company/source/quarter/3245/3/2023/
2023-06-01,11941.0,8609.0,3332.0,0.28,-118.0,81.0,651.0,2481.0,0.19,2006.0,8.43,/company/source/quarter/3245/6/2023/
2023-09-01,12192.0,9013.0,3179.0,0.26,294.0,49.0,633.0,2791.0,0.14,2385.0,9.9,/company/source/quarter/3245/9/2023/
2023-12-01,12381.0,8904.0,3477.0,0.28,180.0,35.0,622.0,3000.0,0.14,2561.0,10.52,/company/source/quarter/3245/12/2023/
2024-03-01,11983.0,8948.0,3035.0,0.25,504.0,74.0,650.0,2816.0,0.05,2659.0,11.06,/company/source/quarter/3245/3/2024/
2024-06-01,12653.0,9045.0,3608.0,0.29,533.0,62.0,655.0,3424.0,0.16,2861.0,11.82,/company/source/quarter/3245/6/2024/
2024-09-01,13291.0,9352.0,3939.0,0.3,354.0,69.0,626.0,3598.0,0.16,3037.0,12.67,/company/source/quarter/3245/9/2024/
2024-12-01,13675.0,9666.0,4009.0,0.29,149.0,52.0,631.0,3476.0,0.16,2913.0,12.1,/company/source/quarter/3245/12/2024/
2025-03-01,12959.0,9243.0,3716.0,0.29,251.0,49.0,664.0,3254.0,0.34,2154.0,8.96,/company/source/quarter/3245/3/2025/
2025-06-01,13851.0,9550.0,4302.0,0.31,-354.0,75.0,701.0,3173.0,0.27,2293.0,9.5,/company/source/quarter/3245/6/2025/
2025-09-01,14478.0,9951.0,4527.0,0.31,470.0,100.0,730.0,4168.0,0.25,3125.0,13.0,/company/source/quarter/3245/9/2025/
