date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,28638.0,23775.0,4863.0,0.17,2972.0,1608.0,1139.0,5087.0,0.12,4455.0,36.97,/company/source/quarter/1198/12/2022/
2023-03-01,33462.0,27332.0,6131.0,0.18,308.0,1816.0,1207.0,3415.0,0.31,2356.0,20.12,/company/source/quarter/1198/3/2023/
2023-06-01,31065.0,24708.0,6357.0,0.2,296.0,2032.0,1183.0,3438.0,0.25,2576.0,23.17,/company/source/quarter/1198/6/2023/
2023-09-01,30221.0,24173.0,6048.0,0.2,285.0,2226.0,1245.0,2862.0,0.29,2024.0,17.1,/company/source/quarter/1198/9/2023/
2023-12-01,31965.0,25073.0,6893.0,0.22,256.0,2433.0,1244.0,3472.0,0.25,2603.0,22.25,/company/source/quarter/1198/12/2023/
2024-03-01,37727.0,29835.0,7892.0,0.21,-48.0,2586.0,1329.0,3928.0,0.31,2722.0,20.8,/company/source/quarter/1198/3/2024/
2024-06-01,34610.0,27927.0,6682.0,0.19,247.0,2795.0,1443.0,2691.0,0.23,2066.0,16.33,/company/source/quarter/1198/6/2024/
2024-09-01,34223.0,28197.0,6026.0,0.18,403.0,3027.0,1572.0,1830.0,0.46,983.0,4.78,/company/source/quarter/1198/9/2024/
2024-12-01,35378.0,28575.0,6804.0,0.19,382.0,3270.0,1608.0,2308.0,0.25,1734.0,12.45,/company/source/quarter/1198/12/2024/
2025-03-01,44267.0,35517.0,8750.0,0.2,485.0,3407.0,1831.0,3996.0,0.26,2973.0,21.98,/company/source/quarter/1198/3/2025/
2025-06-01,40118.0,31296.0,8822.0,0.22,372.0,3551.0,1810.0,3834.0,0.28,2767.0,20.85,/company/source/quarter/1198/6/2025/
2025-09-01,39900.0,32228.0,7671.0,0.19,406.0,3669.0,1899.0,2510.0,0.4,1498.0,8.13,/company/source/quarter/1198/9/2025/
2025-12-01,44312.0,35442.0,8870.0,0.2,65.0,3909.0,1975.0,3051.0,0.27,2233.0,15.23,/company/source/quarter/1198/12/2025/
