date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,29838.0,22700.0,7139.0,0.24,1761.0,135.0,1077.0,7687.0,0.21,6044.0,9.81,/company/source/quarter/681/9/2022/
2022-12-01,35169.0,24781.0,10389.0,0.3,1671.0,204.0,1262.0,10594.0,0.27,7719.0,12.58,/company/source/quarter/681/12/2022/
2023-03-01,38152.0,28819.0,9333.0,0.24,2291.0,195.0,1860.0,9569.0,0.28,6869.0,11.16,/company/source/quarter/681/3/2023/
2023-06-01,35983.0,22431.0,13552.0,0.38,1538.0,178.0,1527.0,13385.0,0.22,10498.0,17.08,/company/source/quarter/681/6/2023/
2023-09-01,32776.0,22738.0,10038.0,0.31,2074.0,182.0,1594.0,10336.0,0.22,8049.0,13.06,/company/source/quarter/681/9/2023/
2023-12-01,36154.0,23183.0,12971.0,0.36,2489.0,227.0,1723.0,13510.0,0.24,10292.0,16.64,/company/source/quarter/681/12/2023/
2024-03-01,38213.0,26826.0,11388.0,0.3,2318.0,232.0,1892.0,11582.0,0.26,8530.0,13.91,/company/source/quarter/681/3/2024/
2024-06-01,36465.0,22126.0,14339.0,0.39,1970.0,209.0,1952.0,14147.0,0.23,10944.0,17.78,/company/source/quarter/681/6/2024/
2024-09-01,31182.0,22565.0,8617.0,0.28,1642.0,208.0,1898.0,8153.0,0.23,6275.0,10.21,/company/source/quarter/681/9/2024/
2024-12-01,36859.0,24541.0,12317.0,0.33,2214.0,226.0,2513.0,11792.0,0.28,8491.0,13.8,/company/source/quarter/681/12/2024/
2025-03-01,37825.0,26034.0,11790.0,0.31,4106.0,241.0,2782.0,12873.0,0.25,9593.0,15.58,/company/source/quarter/681/3/2025/
2025-06-01,35842.0,23321.0,12521.0,0.35,1760.0,265.0,2307.0,11709.0,0.25,8734.0,14.19,/company/source/quarter/681/6/2025/
2025-09-01,30187.0,23471.0,6716.0,0.22,2350.0,287.0,2664.0,6115.0,0.3,4263.0,7.07,/company/source/quarter/681/9/2025/
