date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,3660.0,3256.0,404.0,0.11,131.0,2.0,108.0,425.0,0.25,320.0,108.4,/company/source/quarter/537/12/2022/
2023-03-01,4063.0,3541.0,522.0,0.13,136.0,5.0,121.0,533.0,0.25,398.0,134.98,/company/source/quarter/537/3/2023/
2023-06-01,4158.0,3690.0,468.0,0.11,187.0,31.0,92.0,532.0,0.23,409.0,138.78,/company/source/quarter/537/6/2023/
2023-09-01,4130.0,3639.0,491.0,0.12,939.0,12.0,101.0,1317.0,0.24,1000.0,338.99,/company/source/quarter/537/9/2023/
2023-12-01,4205.0,3627.0,578.0,0.14,214.0,4.0,117.0,671.0,0.23,518.0,175.7,/company/source/quarter/537/12/2023/
2024-03-01,4233.0,3676.0,557.0,0.13,226.0,4.0,119.0,661.0,0.15,564.0,191.23,/company/source/quarter/537/3/2024/
2024-06-01,4317.0,3797.0,520.0,0.12,179.0,3.0,86.0,611.0,0.24,466.0,158.1,/company/source/quarter/537/6/2024/
2024-09-01,4394.0,3834.0,560.0,0.13,257.0,2.0,90.0,726.0,0.26,537.0,181.97,/company/source/quarter/537/9/2024/
2024-12-01,4466.0,3883.0,583.0,0.13,142.0,6.0,101.0,618.0,0.26,459.0,155.53,/company/source/quarter/537/12/2024/
2025-03-01,4911.0,4264.0,647.0,0.13,237.0,6.0,99.0,778.0,0.29,554.0,187.67,/company/source/quarter/537/3/2025/
2025-06-01,4789.0,4149.0,639.0,0.13,844.0,4.0,85.0,1394.0,0.2,1116.0,378.42,/company/source/quarter/537/6/2025/
2025-09-01,4795.0,4178.0,617.0,0.13,210.0,4.0,92.0,730.0,0.24,554.0,188.01,/company/source/quarter/537/9/2025/
2025-12-01,4886.0,4273.0,612.0,0.13,200.0,4.0,99.0,709.0,0.25,533.0,180.58,/company/source/quarter/537/12/2025/
