date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,8118.0,7177.0,942.0,0.12,265.0,24.0,172.0,1011.0,0.29,721.0,36.33,/company/source/quarter/1308/12/2022/
2023-03-01,8434.0,7345.0,1089.0,0.13,238.0,19.0,180.0,1128.0,0.28,811.0,40.29,/company/source/quarter/1308/3/2023/
2023-06-01,8851.0,7734.0,1117.0,0.13,66.0,21.0,180.0,982.0,0.29,701.0,35.53,/company/source/quarter/1308/6/2023/
2023-09-01,9533.0,8174.0,1360.0,0.14,213.0,25.0,187.0,1360.0,0.26,1007.0,50.35,/company/source/quarter/1308/9/2023/
2023-12-01,9788.0,8403.0,1385.0,0.14,288.0,23.0,194.0,1456.0,0.25,1091.0,54.7,/company/source/quarter/1308/12/2023/
2024-03-01,9617.0,8298.0,1319.0,0.14,177.0,8.0,197.0,1292.0,0.27,943.0,46.77,/company/source/quarter/1308/3/2024/
2024-06-01,10211.0,8804.0,1407.0,0.14,225.0,19.0,205.0,1408.0,0.27,1032.0,52.31,/company/source/quarter/1308/6/2024/
2024-09-01,10483.0,9033.0,1450.0,0.14,239.0,18.0,206.0,1464.0,0.27,1066.0,53.19,/company/source/quarter/1308/9/2024/
2024-12-01,10260.0,8844.0,1416.0,0.14,306.0,17.0,209.0,1497.0,0.26,1108.0,55.38,/company/source/quarter/1308/12/2024/
2025-03-01,9970.0,8529.0,1441.0,0.14,345.0,17.0,204.0,1565.0,0.25,1169.0,58.06,/company/source/quarter/1308/3/2025/
2025-06-01,9728.0,8315.0,1413.0,0.15,939.0,21.0,206.0,2126.0,0.2,1706.0,85.26,/company/source/quarter/1308/6/2025/
2025-09-01,12218.0,10452.0,1766.0,0.14,240.0,19.0,210.0,1777.0,0.26,1321.0,65.42,/company/source/quarter/1308/9/2025/
2025-12-01,12487.0,10735.0,1752.0,0.14,179.0,20.0,219.0,1692.0,0.25,1275.0,63.35,/company/source/quarter/1308/12/2025/
