date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,39134.0,34643.0,4491.0,0.11,188.0,1819.0,1882.0,978.0,0.52,474.0,2.03,/company/source/quarter/1657/12/2022/
2023-03-01,46962.0,39031.0,7931.0,0.17,465.0,2138.0,2009.0,4249.0,0.12,3741.0,15.16,/company/source/quarter/1657/3/2023/
2023-06-01,42213.0,35201.0,7012.0,0.17,331.0,1963.0,1900.0,3480.0,0.3,2428.0,9.67,/company/source/quarter/1657/6/2023/
2023-09-01,44584.0,36722.0,7862.0,0.18,826.0,2084.0,2019.0,4585.0,0.4,2773.0,11.29,/company/source/quarter/1657/9/2023/
2023-12-01,41940.0,34776.0,7164.0,0.17,194.0,1996.0,2059.0,3303.0,0.26,2450.0,9.88,/company/source/quarter/1657/12/2023/
2024-03-01,46269.0,40243.0,6026.0,0.13,242.0,2062.0,2194.0,2012.0,0.34,1322.0,5.31,/company/source/quarter/1657/3/2024/
2024-06-01,42943.0,37445.0,5498.0,0.13,164.0,2073.0,2209.0,1380.0,0.37,867.0,3.46,/company/source/quarter/1657/6/2024/
2024-09-01,39684.0,34309.0,5375.0,0.14,-189.0,2130.0,2267.0,789.0,0.49,404.0,1.8,/company/source/quarter/1657/9/2024/
2024-12-01,41378.0,35799.0,5579.0,0.13,50.0,2115.0,2336.0,1178.0,0.39,719.0,2.93,/company/source/quarter/1657/12/2024/
2025-03-01,44819.0,38684.0,6135.0,0.14,186.0,2094.0,2497.0,1730.0,0.13,1501.0,6.15,/company/source/quarter/1657/3/2025/
2025-06-01,43147.0,35671.0,7476.0,0.17,350.0,2217.0,2537.0,3072.0,0.28,2209.0,8.93,/company/source/quarter/1657/6/2025/
2025-09-01,45152.0,38125.0,7027.0,0.16,284.0,2413.0,2554.0,2344.0,0.3,1646.0,6.64,/company/source/quarter/1657/9/2025/
2025-12-01,45991.0,39612.0,6379.0,0.14,-256.0,2304.0,2362.0,1457.0,-0.65,2410.0,8.75,/company/source/quarter/1657/12/2025/
