date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,2303.0,1980.0,323.0,0.14,91.0,91.0,118.0,204.0,0.24,155.0,4.7,/company/source/quarter/3467/12/2022/
2023-03-01,2183.0,1980.0,203.0,0.09,89.0,92.0,137.0,64.0,0.3,45.0,1.52,/company/source/quarter/3467/3/2023/
2023-06-01,2628.0,2261.0,367.0,0.14,79.0,92.0,141.0,212.0,0.21,167.0,4.88,/company/source/quarter/3467/6/2023/
2023-09-01,2982.0,2526.0,457.0,0.15,105.0,95.0,152.0,314.0,0.27,228.0,6.6,/company/source/quarter/3467/9/2023/
2023-12-01,3467.0,2838.0,629.0,0.18,110.0,99.0,165.0,475.0,0.22,371.0,10.53,/company/source/quarter/3467/12/2023/
2024-03-01,3298.0,2828.0,470.0,0.14,695.0,33.0,213.0,919.0,0.23,712.0,19.81,/company/source/quarter/3467/3/2024/
2024-06-01,4104.0,3491.0,613.0,0.15,101.0,32.0,181.0,501.0,0.22,391.0,11.04,/company/source/quarter/3467/6/2024/
2024-09-01,4157.0,3511.0,646.0,0.16,51.0,33.0,197.0,467.0,0.28,335.0,9.53,/company/source/quarter/3467/9/2024/
2024-12-01,4657.0,3809.0,847.0,0.18,80.0,37.0,245.0,646.0,0.23,497.0,13.99,/company/source/quarter/3467/12/2024/
2025-03-01,4217.0,3566.0,651.0,0.15,74.0,38.0,272.0,416.0,0.25,312.0,8.95,/company/source/quarter/3467/3/2025/
2025-06-01,4883.0,4036.0,848.0,0.17,50.0,40.0,293.0,565.0,0.25,425.0,12.09,/company/source/quarter/3467/6/2025/
2025-09-01,4818.0,4002.0,816.0,0.17,28.0,42.0,325.0,477.0,0.22,373.0,10.6,/company/source/quarter/3467/9/2025/
2025-12-01,5345.0,4264.0,1081.0,0.2,5.0,43.0,367.0,676.0,0.25,510.0,14.42,/company/source/quarter/3467/12/2025/
