date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-12-01,23229.0,18690.0,4539.0,0.2,649.0,290.0,923.0,3975.0,0.23,3065.0,2.78,/company/source/quarter/3763/12/2022/
2023-03-01,23190.0,18671.0,4519.0,0.19,632.0,286.0,847.0,4018.0,0.23,3094.0,2.8,/company/source/quarter/3763/3/2023/
2023-06-01,22831.0,18627.0,4204.0,0.18,640.0,309.0,738.0,3798.0,0.24,2886.0,2.61,/company/source/quarter/3763/6/2023/
2023-09-01,22516.0,18546.0,3970.0,0.18,740.0,303.0,897.0,3509.0,0.24,2667.0,2.53,/company/source/quarter/3763/9/2023/
2023-12-01,22205.0,18007.0,4198.0,0.19,598.0,312.0,932.0,3552.0,0.24,2701.0,2.58,/company/source/quarter/3763/12/2023/
2024-03-01,22208.0,17828.0,4381.0,0.2,653.0,331.0,840.0,3862.0,0.26,2858.0,2.71,/company/source/quarter/3763/3/2024/
2024-06-01,21964.0,17614.0,4350.0,0.2,730.0,329.0,729.0,4022.0,0.24,3037.0,2.87,/company/source/quarter/3763/6/2024/
2024-09-01,22302.0,17798.0,4503.0,0.2,962.0,357.0,831.0,4278.0,0.25,3227.0,3.07,/company/source/quarter/3763/9/2024/
2024-12-01,22319.0,17779.0,4540.0,0.2,1005.0,415.0,676.0,4453.0,0.24,3367.0,3.2,/company/source/quarter/3763/12/2024/
2025-03-01,22504.0,17880.0,4624.0,0.21,1217.0,377.0,722.0,4743.0,0.24,3588.0,3.41,/company/source/quarter/3763/3/2025/
2025-06-01,22135.0,17902.0,4233.0,0.19,1072.0,361.0,686.0,4258.0,0.22,3336.0,3.18,/company/source/quarter/3763/6/2025/
2025-09-01,22697.0,18325.0,4372.0,0.19,963.0,361.0,692.0,4282.0,0.24,3262.0,3.1,/company/source/quarter/3763/9/2025/
2025-12-01,23556.0,19259.0,4296.0,0.18,1008.0,366.0,805.0,4134.0,0.24,3145.0,2.97,/company/source/quarter/3763/12/2025/
