date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,4038.0,3495.0,543.0,0.13,159.0,66.0,396.0,240.0,0.24,183.0,50.82,/company/source/quarter/2998/9/2022/
2022-12-01,4299.0,3573.0,727.0,0.17,174.0,70.0,443.0,388.0,0.27,282.0,78.18,/company/source/quarter/2998/12/2022/
2023-03-01,5100.0,4211.0,889.0,0.17,146.0,71.0,473.0,491.0,-0.07,525.0,145.72,/company/source/quarter/2998/3/2023/
2023-06-01,5036.0,4091.0,945.0,0.19,169.0,74.0,339.0,700.0,0.18,572.0,158.62,/company/source/quarter/2998/6/2023/
2023-09-01,4774.0,3888.0,886.0,0.19,132.0,67.0,412.0,539.0,0.17,447.0,123.79,/company/source/quarter/2998/9/2023/
2023-12-01,5193.0,3930.0,1264.0,0.24,147.0,55.0,444.0,913.0,0.23,702.0,194.53,/company/source/quarter/2998/12/2023/
2024-03-01,5401.0,3979.0,1422.0,0.26,150.0,62.0,702.0,807.0,0.16,676.0,187.05,/company/source/quarter/2998/3/2024/
2024-06-01,5124.0,4197.0,927.0,0.18,139.0,56.0,704.0,306.0,0.09,278.0,77.22,/company/source/quarter/2998/6/2024/
2024-09-01,4054.0,3441.0,613.0,0.15,181.0,56.0,716.0,23.0,-2.29,77.0,21.19,/company/source/quarter/2998/9/2024/
2024-12-01,4573.0,3608.0,965.0,0.21,111.0,52.0,799.0,225.0,0.14,194.0,53.6,/company/source/quarter/2998/12/2024/
2025-03-01,5532.0,4103.0,1429.0,0.26,158.0,41.0,788.0,758.0,0.24,575.0,159.18,/company/source/quarter/2998/3/2025/
2025-06-01,5281.0,3948.0,1333.0,0.25,235.0,46.0,654.0,868.0,0.26,644.0,178.12,/company/source/quarter/2998/6/2025/
2025-09-01,4761.0,3787.0,974.0,0.2,179.0,51.0,668.0,434.0,0.29,310.0,85.51,/company/source/quarter/2998/9/2025/
