date,Sales ,Expenses ,OperatingProfit,OPM%,OtherIncome ,Interest,Depreciation,Profitbeforetax,Tax%,NetProfit ,EPSinRs,RawPDF
2022-09-01,2700.0,2342.0,359.0,0.13,24.0,5.0,102.0,275.0,0.27,201.0,11.78,/company/source/quarter/157/9/2022/
2022-12-01,2638.0,2243.0,395.0,0.15,27.0,6.0,115.0,301.0,0.26,222.0,12.99,/company/source/quarter/157/12/2022/
2023-03-01,2433.0,2080.0,353.0,0.15,-23.0,8.0,124.0,198.0,0.28,142.0,8.34,/company/source/quarter/157/3/2023/
2023-06-01,2796.0,2429.0,367.0,0.13,24.0,8.0,117.0,266.0,0.25,198.0,11.61,/company/source/quarter/157/6/2023/
2023-09-01,2960.0,2534.0,425.0,0.14,29.0,8.0,122.0,325.0,0.27,238.0,13.96,/company/source/quarter/157/9/2023/
2023-12-01,3045.0,2589.0,456.0,0.15,24.0,8.0,122.0,350.0,0.23,268.0,15.68,/company/source/quarter/157/12/2023/
2024-03-01,2908.0,2498.0,410.0,0.14,33.0,11.0,123.0,309.0,0.26,230.0,12.55,/company/source/quarter/157/3/2024/
2024-06-01,3263.0,2826.0,437.0,0.13,30.0,9.0,123.0,335.0,0.26,249.0,13.61,/company/source/quarter/157/6/2024/
2024-09-01,3251.0,2818.0,433.0,0.13,25.0,14.0,127.0,317.0,0.26,236.0,12.87,/company/source/quarter/157/9/2024/
2024-12-01,3272.0,2867.0,406.0,0.12,146.0,11.0,132.0,409.0,0.27,298.0,16.3,/company/source/quarter/157/12/2024/
2025-03-01,3060.0,2719.0,341.0,0.11,26.0,10.0,144.0,213.0,0.24,162.0,8.83,/company/source/quarter/157/3/2025/
2025-06-01,3401.0,3038.0,364.0,0.11,18.0,11.0,142.0,229.0,0.28,165.0,9.0,/company/source/quarter/157/6/2025/
2025-09-01,3467.0,3093.0,374.0,0.11,150.0,9.0,150.0,365.0,0.24,276.0,15.11,/company/source/quarter/157/9/2025/
