2025-01-01,2024-01-01,2023-01-01,2022-01-01,2021-01-01,2020-01-01,2019-01-01,2018-01-01,2017-01-01,2016-01-01,2015-01-01,2014-01-01,2013-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/b4a4a9f6-cfbe-4c32-a691-1b4f08e81308.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0b3b3ad-6137-48e4-8df8-7c3fa9303540.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/80910fd6-6181-45f3-945b-5cb743f26965.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/73354532755.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/68770532755.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/5327550320.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/5327550319.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/5327550318.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/5327550317.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/5327550316.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/5327550315.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/5327550314.pdf,https://www.bseindia.com/bseplus/AnnualReport/532755/5327550313.pdf
