2025-01-01,2024-01-01,2023-01-01,2022-01-01,2021-01-01,2020-01-01,2019-01-01,2018-01-01,2017-01-01,2016-01-01,2015-01-01,2014-01-01,2013-01-01,2012-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/ddf08009-d43c-4949-b149-643731211e1d.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ea5d9753-2bef-4e01-a344-51e7f5506153.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e7b8d757-92a5-423c-a450-3d4fb68e6b6e.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/73863532281.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/69289532281.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/66229532281.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810319.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810318.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810317.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810316.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810615.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810614.pdf,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810613.pdf,https://archives.nseindia.com/annual_reports/AR_2493_HCLTECH_2011_2012_17102013140014.zip
