2025-01-01,2024-01-01,2022-01-01,2021-01-01,2020-01-01,2019-01-01,2018-01-01,2017-01-01,2016-01-01,2015-01-01,2014-01-01,2013-01-01,2012-01-01,2011-01-01,2010-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/e5d14b70-7e0c-4ecc-8a8e-74ccd0214e39.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9e88129a-3672-4a4b-b840-a88568c49369.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e4b5f094-a03f-4989-9447-52a43d69ecb8.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/72944500790.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/68403500790.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901219.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901218.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901217.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901216.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901215.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901214.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901213.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901212.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901211.pdf,https://www.bseindia.com/bseplus/AnnualReport/500790/5007901210.pdf
