2025-01-01,2024-01-01,2023-01-01,2022-01-01,2021-01-01,2020-01-01,2019-01-01,2018-01-01,2017-01-01,2016-01-01,2015-01-01,2014-01-01,2013-01-01,2012-01-01,2011-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/192e7793-7994-4958-8617-0dd0c3bdc550.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b3adbb03-7068-4761-b1ea-81b5bcfe115a.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2fab600-70be-4d51-92f8-f2cd4118a8af.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/73731500182_19_07_22.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/68852500182.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820320.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820319.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820318.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820317.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820316.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820315.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820314.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820313.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820312.pdf,https://www.bseindia.com/bseplus/AnnualReport/500182/5001820311.pdf
