2025-01-01,2024-01-01,2023-01-01,2022-01-01,2021-01-01,2020-01-01,2019-01-01,2018-01-01,2017-01-01,2016-01-01,2015-01-01,2014-01-01,2013-01-01,2012-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/525dfa1c-b55e-4f2e-9367-66d688d0bd0c.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/09ee6a86-fe09-444c-baf3-b7e68b0775ee.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a9efa854-7626-4293-ac1d-addade375332.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/73446500520.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/68784500520.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/5005200320.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/5005200319.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/5005200318.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/5005200317.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/5005200316.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/5005200315.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/5005200314.pdf,https://www.bseindia.com/bseplus/AnnualReport/500520/5005200313.pdf,https://archives.nseindia.com/annual_reports/AR_TECHM_2011_2012_24072012123654.zip
