2025-01-01,2024-01-01,2023-01-01,2022-01-01,2021-01-01,2020-01-01,2019-01-01,2018-01-01,2017-01-01,2016-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/0c210703-2450-4c31-95e7-505291513c36.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/15875274-cfda-478f-9e06-3672ef9bb88a.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9df50227-aef2-400e-973e-b3b658d9745e.pdf,https://www.bseindia.com/bseplus/AnnualReport/539448/73976539448.pdf,https://www.bseindia.com/bseplus/AnnualReport/539448/69305539448.pdf,https://www.bseindia.com/bseplus/AnnualReport/539448/5394480320.pdf,https://www.bseindia.com/bseplus/AnnualReport/539448/5394480319.pdf,https://www.bseindia.com/bseplus/AnnualReport/539448/5394480318.pdf,https://www.bseindia.com/bseplus/AnnualReport/539448/5394480317.pdf,https://www.bseindia.com/bseplus/AnnualReport/539448/5394480316.pdf
