2025-01-01,2024-01-01,2023-01-01,2022-01-01,2021-01-01,2020-01-01,2019-01-01,2018-01-01,2017-01-01,2016-01-01,2015-01-01,2014-01-01,2013-01-01,2012-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/f434460b-fc13-4cca-88ca-89d960a38b63.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c3aba93e-4577-41bf-9623-f711be83882b.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fa93bdec-70e9-4c68-8978-c2add3549e79.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/73447532921.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/68598532921.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/5329210320.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/5329210319.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/5329210318.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/5329210317.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/5329210316.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/5329210315.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/5329210314.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/5329210313.pdf,https://www.bseindia.com/bseplus/AnnualReport/532921/5329210312.pdf
