2025-01-01,2024-01-01,2023-01-01,2022-01-01,2021-01-01,2020-01-01,2019-01-01,2018-01-01,2017-01-01,2016-01-01,2015-01-01,2014-01-01,2013-01-01,2012-01-01,2011-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/674f8305-0979-4722-ad6c-b7915c00c1d8.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9ec11f08-4ca3-4060-8cd4-2cfad0af4959.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8b1af9c1-e37f-4ff0-8583-a71bff16fb42.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/74053500087.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/69187500087.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/5000870320.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/5000870319.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/5000870318.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/5000870317.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/5000870316.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/5000870315.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/5000870314.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/5000870313.pdf,https://www.bseindia.com/bseplus/AnnualReport/500087/5000870312.pdf,https://archives.nseindia.com/annual_reports/AR_CIPLA_2010_2011_09092011125555.zip
