2025-01-01,2024-01-01,2023-01-01,2022-01-01,2021-01-01,2020-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/da4ae2d4-5de6-4ad5-8d07-0d20a2f16f5e.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1e5bff61-c29a-497b-b456-a1580a6b8ef6.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ab32fac5-4628-4b12-b85c-2788e7835d38.pdf,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf,https://www.bseindia.com/bseplus/AnnualReport/543220/72201543220.pdf,https://www.bseindia.com/bseplus/AnnualReport/543220/66785543220_09_09_20.pdf
