2025-01-01,2024-01-01,2023-01-01,2022-01-01,2021-01-01,2020-01-01,2019-01-01,2018-01-01,2017-01-01,2016-01-01,2015-01-01,2014-01-01,2013-01-01,2012-01-01
https://www.bseindia.com/xml-data/corpfiling/AttachHis/8ba4a189-5fd2-4851-af6f-ec365f7edea2.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f0d1e906-3c13-4993-ad06-e04ad1d3edf9.pdf,https://www.bseindia.com/xml-data/corpfiling/AttachHis/139aec7a-7a7c-458f-ac5a-29f6dbe67c93.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/73265500875.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/68921500875.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/5008750320.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/5008750319.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/5008750318.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/5008750317.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/5008750316.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/5008750315.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/5008750314.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/5008750313.pdf,https://www.bseindia.com/bseplus/AnnualReport/500875/5008750312.pdf
