date,CashfromOperatingActivity ,CashfromInvestingActivity ,CashfromFinancingActivity ,NetCashFlow
2015-03-01,48.0,-89.0,29.0,-12.0
2016-03-01,-436.0,49.0,405.0,18.0
2017-03-01,169.0,120.0,-254.0,36.0
2018-03-01,-451.0,559.0,-154.0,-47.0
2019-03-01,-774.0,190.0,600.0,16.0
2020-03-01,99.0,271.0,-398.0,-28.0
2021-03-01,604.0,141.0,-591.0,153.0
2022-03-01,522.0,6.0,-268.0,260.0
2023-03-01,861.0,177.0,-1320.0,-282.0
2024-03-01,355.0,3532.0,-3965.0,-78.0
2025-03-01,-17.0,35.0,-41.0,-23.0
