date,CashfromOperatingActivity ,CashfromInvestingActivity ,CashfromFinancingActivity ,NetCashFlow
2019-03-01,541.0,-448.0,-92.0,2.0
2020-03-01,1177.0,-830.0,-364.0,-18.0
2021-03-01,802.0,-616.0,-122.0,64.0
2022-03-01,633.0,-482.0,-213.0,-62.0
2023-03-01,945.0,-773.0,-112.0,60.0
2024-03-01,1266.0,-1020.0,-242.0,3.0
2025-03-01,1351.0,-1132.0,-160.0,59.0
