date,CashfromOperatingActivity ,CashfromInvestingActivity ,CashfromFinancingActivity ,NetCashFlow
2023-03-01,2055.0,-1110.0,-889.0,56.0
2024-03-01,-678.0,1441.0,-753.0,11.0
2025-03-01,-10083.0,6406.0,3962.0,285.0
