date,CashfromOperatingActivity ,CashfromInvestingActivity ,CashfromFinancingActivity ,NetCashFlow
2018-03-01,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0
2020-03-01,-2144.0,1740.0,359.0,-45.0
2021-03-01,-1018.0,-5245.0,6402.0,139.0
2022-03-01,-693.0,-7971.0,8750.0,86.0
2023-03-01,-844.0,797.0,-127.0,-174.0
2024-03-01,646.0,-348.0,-207.0,91.0
2025-03-01,308.0,-7993.0,8042.0,357.0
