date,CashfromOperatingActivity ,CashfromInvestingActivity ,CashfromFinancingActivity ,NetCashFlow
2016-03-01,1318.0,-995.0,-356.0,-33.0
2017-03-01,1457.0,1246.0,-2670.0,33.0
2018-03-01,1729.0,-1170.0,-325.0,234.0
2019-03-01,593.0,1766.0,-2531.0,-172.0
2020-03-01,1336.0,-873.0,-399.0,64.0
2021-03-01,835.0,-463.0,-338.0,34.0
2022-03-01,269.0,-32.0,-383.0,-146.0
2023-03-01,1214.0,262.0,-1239.0,236.0
2024-03-01,1258.0,277.0,-1452.0,84.0
2025-03-01,2373.0,-1955.0,-529.0,-110.0
