date,CashfromOperatingActivity ,CashfromInvestingActivity ,CashfromFinancingActivity ,NetCashFlow
2011-12-01,120.0,-361.0,-80.0,-321.0
2012-12-01,-44.0,-340.0,210.0,-173.0
2024-12-01,0.0,0.0,0.0,0.0
