date,CashfromOperatingActivity ,CashfromInvestingActivity ,CashfromFinancingActivity ,NetCashFlow
2017-03-01,156.0,-104.0,-48.0,4.0
2018-03-01,166.0,-124.0,-48.0,-6.0
2019-03-01,89.0,-17.0,-74.0,-2.0
2020-03-01,77.0,-2641.0,2353.0,-210.0
2021-03-01,118.0,206.0,191.0,516.0
2022-03-01,748.0,-772.0,-294.0,-317.0
2023-03-01,1284.0,-102.0,-289.0,893.0
2024-03-01,1122.0,-1253.0,-264.0,-394.0
2025-03-01,1459.0,-1614.0,-164.0,-319.0
