date,Promoters ,FIIs ,DIIs ,Public ,No.ofShareholders
2021-03-01,0.7045999999999999,0.1796,0.048799999999999996,0.067,45491.0
2022-03-01,0.5064,0.1459,0.1757,0.172,120079.0
2023-03-01,0.2377,0.5196000000000001,0.1936,0.0492,104656.0
2024-03-01,0.2375,0.5733,0.1496,0.0397,127009.0
2025-03-01,0.23739999999999997,0.5474,0.1759,0.0394,151633.0
2025-12-01,0.2372,0.5055,0.212,0.0452,203837.0
