SYMBOL,COMPANY_NAME_API,NSE_INDUSTRY,SECTOR,INDEX_MEMBERSHIP
TIIL,Technocraft Industries (India) Limited,Iron & Steel Products,Materials,
TIINDIA,Tube Investments of India Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
TIJARIA,Tijaria Polypipes Limited,Plastic Products - Industrial,Industrials,
TIL,TIL Limited,Construction Vehicles,Real Estate & Construction,
TIMETECHNO,Time Technoplast Limited,Plastic Products - Industrial,Industrials,
TIMKEN,Timken India Limited,Abrasives & Bearings,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
TINNARUBR,Tinna Rubber and Infrastructure Limited,Rubber,Industrials,
TIPSFILMS,Tips Films Limited,Film Production Distribution & Exhibition,Diversified / Others,
TIPSMUSIC,Tips Music Limited,Media & Entertainment,Consumer Discretionary,
TIRUMALCHM,Thirumalai Chemicals Limited,Commodity Chemicals,Materials,
TIRUPATIFL,Tirupati Forge Limited,Castings & Forgings,Industrials,
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Railway Wagons,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
TITAN,Titan Company Limited,Gems Jewellery And Watches,Consumer Discretionary,"NIFTY100,NIFTY50,NIFTY500"
TMB,Tamilnad Mercantile Bank Limited,Private Sector Bank,Financials,
TMCV,Tata Motors Limited,Commercial Vehicles,Consumer Discretionary,
TMPV,Tata Motors Passenger Vehicles Limited,Passenger Cars & Utility Vehicles,Consumer Discretionary,"NIFTY100,NIFTY50,NIFTY500"
TNPETRO,Tamilnadu PetroProducts Limited,Petrochemicals,Materials,
TNPL,Tamil Nadu Newsprint & Papers Limited,Paper & Paper Products,Materials,
TNTELE,Tamilnadu Telecommunication Limited,Telecom - Equipment & Accessories,Telecom,
TOKYOPLAST,Tokyo Plast International Limited,Plastic Products - Consumer,Consumer Discretionary,
TOLINS,Tolins Tyres Limited,Tyres & Rubber Products,Consumer Discretionary,
TORNTPHARM,Torrent Pharmaceuticals Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY100,NIFTY500"
TORNTPOWER,Torrent Power Limited,Integrated Power Utilities,Utilities,"NIFTY500,NIFTYMIDCAP150"
TOTAL,Total Transport Systems Limited,Logistics Solution Provider,Industrials,
TOUCHWOOD,Touchwood Entertainment Limited,Other Consumer Services,Diversified / Others,
TPHQ,Teamo Productions HQ Limited,Civil Construction,Real Estate & Construction,
TPLPLASTEH,TPL Plastech Limited,Packaging,Materials,
TRACXN,Tracxn Technologies Limited,Data Processing Services,Information Technology,
TRANSRAILL,Transrail Lighting Limited,Heavy Electrical Equipment,Industrials,
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,Shipping,Industrials,
TRAVELFOOD,Travel Food Services Limited,Restaurants,Consumer Discretionary,
TREEHOUSE,Tree House Education & Accessories Limited,Education,Diversified / Others,
TREJHARA,TREJHARA SOLUTIONS LIMITED,Computers - Software & Consulting,Information Technology,
TREL,Transindia Real Estate Limited,Logistics Solution Provider,Industrials,
TRENT,Trent Limited,Speciality Retail,Consumer Discretionary,"NIFTY100,NIFTY50,NIFTY500"
TRF,TRF Limited,Industrial Products,Industrials,
TRIDENT,Trident Limited,Other Textile Products,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
TRIGYN,Trigyn Technologies Limited,Computers - Software & Consulting,Information Technology,
TRITURBINE,Triveni Turbine Limited,Heavy Electrical Equipment,Industrials,"NIFTY500,NIFTYSMALLCAP250"
TRIVENI,Triveni Engineering & Industries Limited,Sugar,Consumer Staples,"NIFTY500,NIFTYSMALLCAP250"
TRU,TruCap Finance Limited,Non Banking Financial Company (NBFC),Financials,
TRUALT,TruAlt Bioenergy Limited,Other Agricultural Products,Diversified / Others,
TSFINV,TSF INVESTMENTS LIMITED,Investment Company,Financials,
TTKHLTCARE,TTK Healthcare Limited,Diversified,Diversified / Others,
TTKPRESTIG,TTK Prestige Limited,Household Appliances,Consumer Discretionary,
TTL,T T Limited,Other Textile Products,Consumer Discretionary,
TTML,Tata Teleservices (Maharashtra) Limited,Telecom - Cellular & Fixed line services,Telecom,"NIFTY500,NIFTYSMALLCAP250"
TVSELECT,TVS Electronics Limited,Computers Hardware & Equipments,Information Technology,
TVSHLTD,TVS Holdings Limited,Investment Company,Financials,
TVSMOTOR,TVS Motor Company Limited,2/3 Wheelers,Diversified / Others,"NIFTY100,NIFTY500"
TVSSCS,TVS Supply Chain Solutions Limited,Logistics Solution Provider,Industrials,
TVSSRICHAK,TVS Srichakra Limited,Tyres & Rubber Products,Consumer Discretionary,
TVTODAY,TV Today Network Limited,TV Broadcasting & Software Production,Information Technology,
TVVISION,TV Vision Limited,TV Broadcasting & Software Production,Information Technology,
UBL,United Breweries Limited,Breweries & Distilleries,Consumer Staples,"NIFTY500,NIFTYMIDCAP150"
UCAL,UCAL LIMITED,Auto Components & Equipments,Consumer Discretionary,
UCOBANK,UCO Bank,Public Sector Bank,Financials,"NIFTY500,NIFTYMIDCAP150"
UDS,Updater Services Limited,Diversified Commercial Services,Diversified / Others,
UEL,Ujaas Energy Limited,Power Generation,Utilities,
UFBL,United Foodbrands Limited,Restaurants,Consumer Discretionary,
UFLEX,UFLEX Limited,Packaging,Materials,
UFO,UFO Moviez India Limited,Film Production Distribution & Exhibition,Diversified / Others,
UGARSUGAR,The Ugar Sugar Works Limited,Sugar,Consumer Staples,
UGROCAP,Ugro Capital Limited,Non Banking Financial Company (NBFC),Financials,
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Other Bank,Financials,
ULTRACEMCO,UltraTech Cement Limited,Cement & Cement Products,Materials,"NIFTY100,NIFTY50,NIFTY500"
UMAEXPORTS,Uma Exports Limited,Trading & Distributors,Consumer Discretionary,
UMESLTD,Usha Martin Education & Solutions Limited,E-Learning,Diversified / Others,
UMIYA-MRO,UMIYA BUILDCON LIMITED,Telecom - Equipment & Accessories,Telecom,
UNICHEMLAB,Unichem Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,
UNIDT,United Drilling Tools Limited,Industrial Products,Industrials,
UNIECOM,Unicommerce Esolutions Limited,Software Products,Information Technology,
UNIENTER,Uniphos Enterprises Limited,Trading - Chemicals,Materials,
UNIINFO,Uniinfo Telecom Services Limited,Other Telecom Services,Telecom,
UNIMECH,Unimech Aerospace and Manufacturing Limited,Aerospace & Defense,Industrials,
UNIONBANK,Union Bank of India,Public Sector Bank,Financials,"NIFTY500,NIFTYMIDCAP150"
UNIPARTS,Uniparts India Limited,Auto Components & Equipments,Consumer Discretionary,
UNITDSPR,United Spirits Limited,Breweries & Distilleries,Consumer Staples,"NIFTY100,NIFTY500"
UNITECH,Unitech Limited,Residential Commercial Projects,Real Estate & Construction,
UNITEDPOLY,United Polyfab Gujarat Limited,Other Textile Products,Consumer Discretionary,
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Tea & Coffee,Consumer Staples,
UNIVASTU,Univastu India Limited,Civil Construction,Real Estate & Construction,
UNIVCABLES,Universal Cables Limited,Cables - Electricals,Industrials,
UNIVPHOTO,Universus Photo Imagings Limited,Consumer Electronics,Consumer Discretionary,
UNOMINDA,UNO Minda Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
UPL,UPL Limited,Pesticides & Agrochemicals,Materials,"NIFTY500,NIFTYMIDCAP150"
URAVIDEF,Uravi Defence and Technology Limited,Auto Components & Equipments,Consumer Discretionary,
URBANCO,Urban Company Limited,E-Retail/ E-Commerce,Consumer Discretionary,
URJA,Urja Global Limited,Other Electrical Equipment,Industrials,
USHAMART,Usha Martin Limited,Iron & Steel Products,Materials,"NIFTY500,NIFTYSMALLCAP250"
USK,Udayshivakumar Infra Limited,Civil Construction,Real Estate & Construction,
UTIAMC,UTI Asset Management Company Limited,Asset Management Company,Financials,"NIFTY500,NIFTYSMALLCAP250"
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Other Bank,Financials,
UTLSOLAR,Fujiyama Power Systems Limited,Other Electrical Equipment,Industrials,
UTTAMSUGAR,Uttam Sugar Mills Limited,Sugar,Consumer Staples,
UYFINCORP,U. Y. Fincorp Limited,Non Banking Financial Company (NBFC),Financials,
V2RETAIL,V2 Retail Limited,Speciality Retail,Consumer Discretionary,
VADILALIND,Vadilal Industries Limited,Dairy Products,Consumer Staples,
VAIBHAVGBL,Vaibhav Global Limited,Gems Jewellery And Watches,Consumer Discretionary,
VAISHALI,Vaishali Pharma Limited,Pharmaceuticals,Healthcare & Pharma,
VAKRANGEE,Vakrangee Limited,IT Enabled Services,Information Technology,
VALIANTLAB,Valiant Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,
VALIANTORG,Valiant Organics Limited,Specialty Chemicals,Materials,
VARDHACRLC,Vardhman Acrylics Limited,Other Textile Products,Consumer Discretionary,
VARDMNPOLY,Vardhman Polytex Limited,Other Textile Products,Consumer Discretionary,
VARROC,Varroc Engineering Limited,Auto Components & Equipments,Consumer Discretionary,
VASCONEQ,Vascon Engineers Limited,Residential Commercial Projects,Real Estate & Construction,
VASWANI,Vaswani Industries Limited,Sponge Iron,Materials,
VBL,Varun Beverages Limited,Other Beverages,Consumer Staples,"NIFTY100,NIFTY500"
VCL,Vaxtex Cotfab Limited,Other Textile Products,Consumer Discretionary,
VEDL,Vedanta Limited,Diversified Metals,Diversified / Others,"NIFTY100,NIFTY500"
VEEDOL,Veedol Corporation Limited,Lubricants,Diversified / Others,
VENKEYS,Venky's (India) Limited,Meat Products including Poultry,Diversified / Others,
VENTIVE,Ventive Hospitality Limited,Hotels & Resorts,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
VENUSPIPES,Venus Pipes & Tubes Limited,Iron & Steel Products,Materials,
VENUSREM,Venus Remedies Limited,Pharmaceuticals,Healthcare & Pharma,
VERANDA,Veranda Learning Solutions Limited,E-Learning,Diversified / Others,
VERTOZ,Vertoz Limited,Advertising & Media Agencies,Consumer Discretionary,
VESUVIUS,Vesuvius India Limited,Electrodes & Refractories,Industrials,
VETO,Veto Switchgears And Cables Limited,Consumer Electronics,Consumer Discretionary,
VGL,VARVEE GLOBAL LIMITED,Other Textile Products,Consumer Discretionary,
VGUARD,V-Guard Industries Limited,Household Appliances,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
VHL,Vardhman Holdings Limited,Investment Company,Financials,
VHLTD,Viceroy Hotels Limited,Hotels & Resorts,Consumer Discretionary,
VIDHIING,Vidhi Specialty Food Ingredients Limited,Specialty Chemicals,Materials,
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare Service Provider,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
VIJIFIN,Viji Finance Limited,Non Banking Financial Company (NBFC),Financials,
VIKASECO,Vikas EcoTech Limited,Specialty Chemicals,Materials,
VIKASLIFE,Vikas Lifecare Limited,Trading & Distributors,Consumer Discretionary,
VIKRAMSOLR,Vikram Solar Limited,Other Electrical Equipment,Industrials,
VIKRAN,Vikran Engineering Limited,Civil Construction,Real Estate & Construction,
VIMTALABS,Vimta Labs Limited,Healthcare Research Analytics & Technology,Healthcare & Pharma,
VINATIORGA,Vinati Organics Limited,Specialty Chemicals,Materials,
VINCOFE,Vintage Coffee And Beverages Limited,Trading & Distributors,Consumer Discretionary,
VINDHYATEL,Vindhya Telelinks Limited,Telecom - Infrastructure,Telecom,
VINEETLAB,Vineet Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,
VINNY,Vinny Overseas Limited,Garments & Apparels,Consumer Discretionary,
VINYLINDIA,Vinyl Chemicals (India) Limited,Trading - Chemicals,Materials,
VIPCLOTHNG,VIP Clothing Limited,Garments & Apparels,Consumer Discretionary,
VIPIND,VIP Industries Limited,Plastic Products - Consumer,Consumer Discretionary,
VIPULLTD,Vipul Limited,Residential Commercial Projects,Real Estate & Construction,
VIRINCHI,Virinchi Limited,Software Products,Information Technology,
VISAKAIND,Visaka Industries Limited,Cement & Cement Products,Materials,
VISASTEEL,Visa Steel Limited,Ferro & Silica Manganese,Materials,
VISHNU,Vishnu Chemicals Limited,Specialty Chemicals,Materials,
VISHWARAJ,Vishwaraj Sugar Industries Limited,Sugar,Consumer Staples,
VIVIDHA,Visagar Polytex Limited,Garments & Apparels,Consumer Discretionary,
VLEGOV,VL E-Governance & IT Solutions Limited,IT Enabled Services,Information Technology,
VLSFINANCE,VLS Finance Limited,Investment Company,Financials,
VMART,V-Mart Retail Limited,Diversified Retail,Diversified / Others,
VMM,Vishal Mega Mart Limited,Diversified Retail,Diversified / Others,"NIFTY500,NIFTYMIDCAP150"
VMSTMT,VMS TMT Limited,Iron & Steel Products,Materials,
VOLTAMP,Voltamp Transformers Limited,Heavy Electrical Equipment,Industrials,
VOLTAS,Voltas Limited,Household Appliances,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
VPRPL,Vishnu Prakash R Punglia Limited,Civil Construction,Real Estate & Construction,
VRAJ,Vraj Iron and Steel Limited,Sponge Iron,Materials,
VRLLOG,VRL Logistics Limited,Logistics Solution Provider,Industrials,
VSSL,Vardhman Special Steels Limited,Iron & Steel Products,Materials,
VSTIND,VST Industries Limited,Cigarettes & Tobacco Products,Consumer Staples,
VSTL,Vibhor Steel Tubes Limited,Iron & Steel Products,Materials,
VSTTILLERS,V.S.T Tillers Tractors Limited,Tractors,Diversified / Others,
VTL,Vardhman Textiles Limited,Other Textile Products,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
WAAREEENER,Waaree Energies Limited,Other Electrical Equipment,Industrials,"NIFTY500,NIFTYMIDCAP150"
WAAREEINDO,Indosolar Limited,Heavy Electrical Equipment,Industrials,
WAAREERTL,Waaree Renewable Technologies Limited,Other Electrical Equipment,Industrials,
WABAG,VA Tech Wabag Limited,Water Supply & Management,Utilities,
WALCHANNAG,Walchandnagar Industries Limited,Industrial Products,Industrials,
WANBURY,Wanbury Limited,Pharmaceuticals,Healthcare & Pharma,
WCIL,Western Carriers (India) Limited,Logistics Solution Provider,Industrials,
WEALTH,Wealth First Portfolio Managers Limited,Other Financial Services,Financials,
WEBELSOLAR,Websol Energy System Limited,Other Electrical Equipment,Industrials,
WEIZMANIND,Weizmann Limited,Other Textile Products,Consumer Discretionary,
WEL,Wonder Electricals Limited,Household Appliances,Consumer Discretionary,
WELCORP,Welspun Corp Limited,Iron & Steel Products,Materials,"NIFTY500,NIFTYSMALLCAP250"
WELENT,Welspun Enterprises Limited,Civil Construction,Real Estate & Construction,
WELINV,Welspun Investments and Commercials Limited,Investment Company,Financials,
WELSPUNLIV,Welspun Living Limited,Other Textile Products,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
WENDT,Wendt (India) Limited,Abrasives & Bearings,Diversified / Others,
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Restaurants,Consumer Discretionary,
WEWIN,WE WIN LIMITED,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Diversified / Others,
WEWORK,WeWork India Management Limited,Diversified Commercial Services,Diversified / Others,
WHEELS,Wheels India Limited,Auto Components & Equipments,Consumer Discretionary,
WHIRLPOOL,Whirlpool of India Limited,Household Appliances,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
WILLAMAGOR,Williamson Magor & Company Limited,Investment Company,Financials,
WINDLAS,Windlas Biotech Limited,Pharmaceuticals,Healthcare & Pharma,
WINDMACHIN,Windsor Machines Limited,Industrial Products,Industrials,
WINSOME,Winsome Yarns Limited,Other Textile Products,Consumer Discretionary,
WIPL,The Western India Plywoods Limited,Plywood Boards/ Laminates,Materials,
WIPRO,Wipro Limited,Computers - Software & Consulting,Information Technology,"NIFTY100,NIFTY50,NIFTY500"
WOCKPHARMA,Wockhardt Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
WONDERLA,Wonderla Holidays Limited,Amusement Parks/ Other Recreation,Consumer Discretionary,
WORTHPERI,Worth Peripherals Limited,Packaging,Materials,
WSI,W S Industries (I) Limited,Civil Construction,Real Estate & Construction,
WSTCSTPAPR,West Coast Paper Mills Limited,Paper & Paper Products,Materials,
XCHANGING,Xchanging Solutions Limited,Computers - Software & Consulting,Information Technology,
XELPMOC,Xelpmoc Design And Tech Limited,Software Products,Information Technology,
XPROINDIA,Xpro India Limited,Packaging,Materials,
XTGLOBAL,Xtglobal Infotech Limited,Computers - Software & Consulting,Information Technology,
YASHO,Yasho Industries Limited,Specialty Chemicals,Materials,
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Hospital,Healthcare & Pharma,
YATRA,Yatra Online Limited,Tour Travel Related Services,Diversified / Others,
YESBANK,Yes Bank Limited,Private Sector Bank,Financials,"NIFTY500,NIFTYMIDCAP150"
YUKEN,Yuken India Limited,Compressors Pumps & Diesel Engines,Industrials,
ZAGGLE,Zaggle Prepaid Ocean Services Limited,IT Enabled Services,Information Technology,
ZEEL,Zee Entertainment Enterprises Limited,TV Broadcasting & Software Production,Information Technology,"NIFTY500,NIFTYSMALLCAP250"
ZEELEARN,Zee Learn Limited,Education,Diversified / Others,
ZEEMEDIA,Zee Media Corporation Limited,TV Broadcasting & Software Production,Information Technology,
ZENITHEXPO,Zenith Exports Limited,Leather And Leather Products,Diversified / Others,
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Iron & Steel Products,Materials,
ZENSARTECH,Zensar Technologies Limited,Computers - Software & Consulting,Information Technology,"NIFTY500,NIFTYSMALLCAP250"
ZENTEC,Zen Technologies Limited,Aerospace & Defense,Industrials,"NIFTY500,NIFTYSMALLCAP250"
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
ZIMLAB,Zim Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,
ZODIAC,Zodiac Energy Limited,Civil Construction,Real Estate & Construction,
ZODIACLOTH,Zodiac Clothing Company Limited,Garments & Apparels,Consumer Discretionary,
ZOTA,Zota Health Care LImited,Pharmaceuticals,Healthcare & Pharma,
ZUARI,Zuari Agro Chemicals Limited,Fertilizers,Materials,
ZUARIIND,ZUARI INDUSTRIES LIMITED,Sugar,Consumer Staples,
ZYDUSLIFE,Zydus Lifesciences Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY100,NIFTY500"
ZYDUSWELL,Zydus Wellness Limited,Packaged Foods,Consumer Staples,
