date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,216.0,3321.0,46.0,10171.0,13754.0,2746.0,373.0,2838.0,7797.0,13754.0
2015-03-01,216.0,3811.0,43.0,10359.0,14430.0,2821.0,516.0,3025.0,8067.0,14430.0
2016-03-01,216.0,6357.0,177.0,8043.0,14793.0,3258.0,408.0,2592.0,8535.0,14793.0
2017-03-01,216.0,6528.0,277.0,8685.0,15706.0,4419.0,229.0,3794.0,7264.0,15706.0
2018-03-01,216.0,7065.0,0.0,10581.0,17862.0,4528.0,461.0,2873.0,10000.0,17862.0
2019-03-01,216.0,7651.0,99.0,10663.0,18629.0,4715.0,406.0,2716.0,10792.0,18629.0
2020-03-01,216.0,8013.0,0.0,11924.0,20153.0,5479.0,597.0,1255.0,12822.0,20153.0
2021-03-01,235.0,47439.0,0.0,21066.0,68740.0,51443.0,745.0,2709.0,13843.0,68740.0
2022-03-01,235.0,48826.0,1043.0,20402.0,70506.0,51473.0,1313.0,3521.0,14199.0,70506.0
2023-03-01,235.0,50069.0,1219.0,21554.0,73077.0,52678.0,1132.0,2882.0,16385.0,73077.0
2024-03-01,235.0,50983.0,1484.0,25787.0,78489.0,53744.0,1025.0,4625.0,19095.0,78489.0
2025-03-01,235.0,49167.0,1648.0,28813.0,79863.0,54335.0,1009.0,3810.0,20709.0,79863.0
2025-09-01,235.0,48481.0,1775.0,31543.0,82034.0,58126.0,1022.0,3958.0,18928.0,82034.0
