date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,62.0,5787.0,1438.0,2625.0,9911.0,5181.0,60.0,611.0,4060.0,9911.0
2015-03-01,62.0,5431.0,1324.0,2641.0,9458.0,4922.0,47.0,622.0,3867.0,9458.0
2016-03-01,63.0,6184.0,1354.0,2294.0,9895.0,4662.0,39.0,1366.0,3828.0,9895.0
2017-03-01,63.0,6202.0,787.0,2499.0,9551.0,4573.0,63.0,1451.0,3465.0,9551.0
2018-03-01,63.0,6968.0,1068.0,2362.0,10461.0,4798.0,135.0,1161.0,4366.0,10461.0
2019-03-01,63.0,7269.0,1141.0,2408.0,10881.0,4913.0,424.0,1188.0,4355.0,10881.0
2020-03-01,92.0,13723.0,1586.0,3072.0,18473.0,11656.0,95.0,1323.0,5399.0,18473.0
2021-03-01,92.0,14442.0,1634.0,4050.0,20218.0,12023.0,113.0,806.0,7276.0,20218.0
2022-03-01,92.0,15050.0,1412.0,4521.0,21075.0,12599.0,247.0,797.0,7431.0,21075.0
2023-03-01,93.0,16184.0,1600.0,4886.0,22762.0,13070.0,295.0,1433.0,7965.0,22762.0
2024-03-01,95.0,15962.0,3477.0,8345.0,27879.0,19358.0,190.0,871.0,7461.0,27879.0
2025-03-01,99.0,19902.0,2393.0,9437.0,31831.0,21477.0,218.0,969.0,9167.0,31831.0
2025-09-01,99.0,20215.0,2576.0,9116.0,32006.0,21691.0,254.0,1285.0,8777.0,32006.0
