date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,4278.0,167874.0,49113.0,103711.0,324976.0,155923.0,72034.0,4746.0,92273.0,324976.0
2015-03-01,4278.0,176177.0,53944.0,103448.0,337847.0,179933.0,63393.0,4749.0,89771.0,337847.0
2016-03-01,4278.0,193536.0,45500.0,98459.0,341772.0,166277.0,57668.0,33387.0,84440.0,341772.0
2017-03-01,6417.0,187969.0,80029.0,170111.0,444525.0,211125.0,59042.0,70746.0,103612.0,444525.0
2018-03-01,6417.0,197602.0,106550.0,148664.0,459232.0,226058.0,61512.0,67335.0,104328.0,459232.0
2019-03-01,6290.0,210644.0,107742.0,167667.0,492343.0,230391.0,69056.0,66909.0,125987.0,492343.0
2020-03-01,6290.0,198814.0,129473.0,173787.0,508364.0,243892.0,83832.0,56755.0,123884.0,508364.0
2021-03-01,6290.0,214691.0,133187.0,187580.0,541748.0,243746.0,100309.0,60320.0,137372.0,541748.0
2022-03-01,6290.0,253213.0,121986.0,201771.0,583260.0,254402.0,106719.0,66642.0,155496.0,583260.0
2023-03-01,6290.0,274357.0,142255.0,190212.0,613115.0,250819.0,113945.0,78873.0,169478.0,613115.0
2024-03-01,6290.0,332779.0,191195.0,206357.0,736621.0,317183.0,118729.0,100862.0,199847.0,736621.0
2025-03-01,6290.0,337150.0,187817.0,221398.0,752656.0,336810.0,115724.0,95617.0,204504.0,752656.0
2025-09-01,6290.0,361489.0,176018.0,237621.0,781418.0,362910.0,94643.0,100867.0,222997.0,781418.0
