date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2015-03-01,41.0,1511.0,1835.0,698.0,4085.0,879.0,75.0,54.0,3077.0,4085.0
2016-03-01,41.0,1245.0,2519.0,654.0,4459.0,631.0,72.0,54.0,3701.0,4459.0
2017-03-01,41.0,293.0,2542.0,761.0,3637.0,572.0,75.0,773.0,2218.0,3637.0
2018-03-01,41.0,596.0,2803.0,707.0,4147.0,556.0,74.0,950.0,2566.0,4147.0
2019-03-01,41.0,168.0,3971.0,1000.0,5181.0,528.0,5.0,1062.0,3586.0,5181.0
2020-03-01,41.0,46.0,4153.0,561.0,4800.0,521.0,1.0,377.0,3901.0,4800.0
2021-03-01,41.0,-210.0,4172.0,635.0,4639.0,488.0,1.0,474.0,3677.0,4639.0
2022-03-01,41.0,-772.0,4442.0,520.0,4231.0,466.0,0.0,367.0,3397.0,4231.0
2023-03-01,41.0,-1287.0,3642.0,598.0,2994.0,442.0,0.0,194.0,2357.0,2994.0
2024-03-01,41.0,1833.0,3.0,684.0,2560.0,575.0,14.0,747.0,1225.0,2560.0
2025-03-01,41.0,2330.0,3.0,622.0,2995.0,583.0,27.0,1467.0,919.0,2995.0
2025-09-01,41.0,2323.0,3.0,571.0,2939.0,586.0,55.0,1472.0,826.0,2939.0
