date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,196.0,48999.0,297.0,17337.0,66829.0,9544.0,3168.0,3434.0,50682.0,66829.0
2015-03-01,196.0,50439.0,358.0,22325.0,73318.0,11638.0,2766.0,1662.0,57252.0,73318.0
2016-03-01,197.0,70875.0,245.0,16974.0,88291.0,11774.0,1670.0,22822.0,52025.0,88291.0
2017-03-01,197.0,86017.0,289.0,15830.0,102333.0,11701.0,1541.0,41980.0,47111.0,102333.0
2018-03-01,191.0,84937.0,247.0,19751.0,105126.0,11973.0,1278.0,36008.0,55867.0,105126.0
2019-03-01,375.0,89071.0,62.0,24393.0,113901.0,12290.0,963.0,29330.0,71318.0,113901.0
2020-03-01,375.0,83751.0,8174.0,27827.0,120127.0,20928.0,906.0,26356.0,71937.0,120127.0
2021-03-01,370.0,86063.0,7795.0,35764.0,129992.0,21021.0,926.0,29373.0,78672.0,129992.0
2022-03-01,366.0,88773.0,7818.0,43967.0,140924.0,21298.0,1205.0,30485.0,87936.0,140924.0
2023-03-01,366.0,90058.0,7688.0,44747.0,142859.0,20515.0,1234.0,37163.0,83947.0,142859.0
2024-03-01,362.0,90127.0,8021.0,46962.0,145472.0,19604.0,1564.0,31762.0,92542.0,145472.0
2025-03-01,362.0,94394.0,9392.0,54501.0,158649.0,23053.0,1546.0,30964.0,103086.0,158649.0
2025-09-01,362.0,106053.0,10932.0,57872.0,175219.0,24149.0,2221.0,39062.0,109787.0,175219.0
