date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,286.0,44244.0,0.0,12436.0,56966.0,8378.0,961.0,4331.0,43296.0,56966.0
2015-03-01,572.0,50164.0,0.0,15553.0,66289.0,11346.0,776.0,2270.0,51897.0,66289.0
2016-03-01,1144.0,60600.0,0.0,13354.0,75098.0,13386.0,960.0,1892.0,58860.0,75098.0
2017-03-01,1144.0,67838.0,0.0,14166.0,83148.0,14179.0,1365.0,16423.0,51181.0,83148.0
2018-03-01,1088.0,63835.0,0.0,14426.0,79349.0,12574.0,1606.0,12163.0,53006.0,79349.0
2019-03-01,2170.0,62778.0,0.0,19118.0,84066.0,15710.0,1388.0,11261.0,55707.0,84066.0
2020-03-01,2122.0,63328.0,4633.0,21717.0,91800.0,23789.0,954.0,8792.0,58265.0,91800.0
2021-03-01,2124.0,74227.0,5325.0,25835.0,107511.0,25505.0,922.0,14205.0,66879.0,107511.0
2022-03-01,2098.0,73252.0,5474.0,35905.0,116729.0,25800.0,416.0,20324.0,70189.0,116729.0
2023-03-01,2069.0,73338.0,8299.0,40890.0,124596.0,29225.0,288.0,19478.0,75605.0,124596.0
2024-03-01,2071.0,86045.0,8359.0,40885.0,137360.0,27622.0,293.0,24623.0,84822.0,137360.0
2025-03-01,2073.0,93745.0,8227.0,43750.0,147795.0,30961.0,814.0,23541.0,92479.0,147795.0
2025-09-01,2074.0,101256.0,8755.0,48295.0,160380.0,32656.0,1124.0,23485.0,103115.0,160380.0
