date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,234.0,8948.0,363.0,6394.0,15940.0,2594.0,266.0,1472.0,11607.0,15940.0
2015-03-01,480.0,11768.0,700.0,6899.0,19848.0,4033.0,568.0,2103.0,13145.0,19848.0
2016-03-01,436.0,14155.0,1091.0,6843.0,22525.0,4309.0,629.0,1297.0,16289.0,22525.0
2017-03-01,439.0,15998.0,1366.0,8254.0,26057.0,6460.0,373.0,2396.0,16828.0,26057.0
2018-03-01,442.0,18401.0,2397.0,9192.0,30431.0,7622.0,240.0,4841.0,17728.0,30431.0
2019-03-01,444.0,19841.0,1996.0,11166.0,33446.0,7061.0,276.0,7342.0,18766.0,33446.0
2020-03-01,436.0,21377.0,3670.0,11834.0,37318.0,8872.0,50.0,5848.0,22548.0,37318.0
2021-03-01,437.0,24428.0,2901.0,11836.0,39602.0,9018.0,118.0,10238.0,20228.0,39602.0
2022-03-01,439.0,26447.0,2618.0,14911.0,44416.0,14784.0,165.0,4884.0,24583.0,44416.0
2023-03-01,440.0,27484.0,2740.0,15162.0,45827.0,14932.0,120.0,3388.0,27388.0,45827.0
2024-03-01,441.0,26228.0,2537.0,13943.0,43149.0,13903.0,133.0,3238.0,25875.0,43149.0
2025-03-01,442.0,26919.0,2025.0,14880.0,44267.0,13982.0,21.0,3182.0,27082.0,44267.0
2025-09-01,443.0,27061.0,1954.0,16370.0,45828.0,14262.0,23.0,3082.0,28461.0,45828.0
