date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,207.0,18318.0,2561.0,8009.0,29095.0,6817.0,842.0,2786.0,18650.0,29095.0
2015-03-01,207.0,25431.0,8996.0,14089.0,48723.0,12682.0,2039.0,2716.0,31286.0,48723.0
2016-03-01,241.0,32742.0,8497.0,13948.0,55428.0,15872.0,2175.0,1830.0,35550.0,55428.0
2017-03-01,240.0,36400.0,9832.0,14624.0,61095.0,17675.0,2801.0,1192.0,39427.0,61095.0
2018-03-01,240.0,38074.0,10385.0,15598.0,64297.0,18853.0,2465.0,7143.0,35837.0,64297.0
2019-03-01,240.0,41169.0,10514.0,12666.0,64590.0,21837.0,1411.0,7903.0,33439.0,64590.0
2020-03-01,240.0,45025.0,8315.0,14615.0,68194.0,22847.0,1220.0,10143.0,33984.0,68194.0
2021-03-01,240.0,46223.0,3869.0,17291.0,67622.0,21553.0,1567.0,9612.0,34890.0,67622.0
2022-03-01,240.0,47771.0,1290.0,20474.0,69776.0,22665.0,1287.0,12849.0,32975.0,69776.0
2023-03-01,240.0,55755.0,6886.0,17831.0,80712.0,24065.0,4973.0,14824.0,36849.0,80712.0
2024-03-01,240.0,63427.0,3274.0,18387.0,85328.0,23248.0,5354.0,15026.0,41700.0,85328.0
2025-03-01,240.0,71978.0,2362.0,17328.0,91908.0,22586.0,6644.0,18354.0,44324.0,91908.0
2025-09-01,240.0,77580.0,5215.0,20672.0,103706.0,33371.0,1355.0,19543.0,49438.0,103706.0
