date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,2940.0,195747.0,138761.0,91395.0,428843.0,141417.0,91494.0,60602.0,135330.0,428843.0
2015-03-01,2943.0,215556.0,168251.0,117736.0,504486.0,156458.0,166462.0,76451.0,105115.0,504486.0
2016-03-01,2948.0,228608.0,194714.0,172727.0,598997.0,184910.0,228697.0,84015.0,101375.0,598997.0
2017-03-01,2959.0,260750.0,217475.0,225618.0,706802.0,198526.0,324837.0,82899.0,100540.0,706802.0
2018-03-01,5922.0,287584.0,239843.0,277924.0,811273.0,403885.0,187022.0,82862.0,137504.0,811273.0
2019-03-01,5926.0,381186.0,307714.0,302804.0,997630.0,398374.0,179463.0,235635.0,184158.0,997630.0
2020-03-01,6339.0,442827.0,355133.0,358716.0,1163015.0,532658.0,109106.0,276767.0,244484.0,1163015.0
2021-03-01,6445.0,693727.0,278962.0,340931.0,1320065.0,541258.0,125953.0,364828.0,288026.0,1320065.0
2022-03-01,6765.0,772720.0,319158.0,399979.0,1498622.0,627798.0,172506.0,394264.0,304054.0,1498622.0
2023-03-01,6766.0,709106.0,451664.0,438346.0,1605882.0,724805.0,293752.0,235560.0,351765.0,1605882.0
2024-03-01,6766.0,786715.0,350719.0,610848.0,1755048.0,779985.0,338855.0,225672.0,410536.0,1755048.0
2025-03-01,13532.0,829668.0,374313.0,732200.0,1949713.0,999393.0,262358.0,242381.0,445581.0,1949713.0
2025-09-01,13532.0,863748.0,374593.0,787073.0,2038946.0,1096375.0,217097.0,256335.0,469139.0,2038946.0
