date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-06-01,35.0,4676.0,1200.0,1418.0,7329.0,2194.0,758.0,2244.0,2132.0,7329.0
2015-06-01,35.0,5241.0,917.0,1805.0,7998.0,3004.0,511.0,1662.0,2820.0,7998.0
2016-03-01,35.0,6811.0,881.0,1737.0,9463.0,3050.0,264.0,3030.0,3118.0,9463.0
2017-03-01,35.0,7663.0,1293.0,2175.0,11166.0,2599.0,710.0,4042.0,3814.0,11166.0
2018-03-01,35.0,8862.0,3403.0,2842.0,15142.0,3589.0,1427.0,5434.0,4691.0,15142.0
2019-03-01,35.0,9636.0,2803.0,3019.0,15493.0,6182.0,1129.0,2286.0,5896.0,15493.0
2020-03-01,36.0,13133.0,3146.0,3629.0,19944.0,6163.0,1197.0,6358.0,6227.0,19944.0
2021-03-01,36.0,15361.0,2230.0,3886.0,21513.0,6216.0,997.0,8500.0,5800.0,21513.0
2022-03-01,36.0,17424.0,2129.0,4159.0,23749.0,7282.0,1054.0,9033.0,6380.0,23749.0
2023-03-01,36.0,18600.0,2725.0,4973.0,26334.0,7481.0,2797.0,8683.0,7373.0,26334.0
2024-03-01,36.0,20667.0,1656.0,5566.0,27925.0,9591.0,1930.0,7556.0,8848.0,27925.0
2025-03-01,36.0,21502.0,1046.0,5880.0,28464.0,9315.0,3796.0,7849.0,7504.0,28464.0
2025-09-01,36.0,22406.0,2142.0,5616.0,30200.0,9260.0,3602.0,8684.0,8653.0,30200.0
