date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,92.0,21523.0,9681.0,16441.0,47736.0,25209.0,4045.0,7611.0,10872.0,47736.0
2015-03-01,92.0,23048.0,11930.0,18963.0,54033.0,31828.0,2755.0,7255.0,12194.0,54033.0
2016-03-01,93.0,27336.0,12505.0,19642.0,59576.0,34271.0,1788.0,10601.0,12916.0,59576.0
2017-03-01,93.0,31294.0,9213.0,22147.0,62747.0,34786.0,1297.0,14200.0,12464.0,62747.0
2018-03-01,131.0,57230.0,67070.0,83467.0,207899.0,69257.0,2290.0,65995.0,70356.0,207899.0
2019-03-01,132.0,57888.0,84487.0,98620.0,241127.0,87129.0,2766.0,62747.0,88484.0,241127.0
2020-03-01,132.0,56501.0,84777.0,102772.0,244181.0,87736.0,3904.0,66337.0,86204.0,244181.0
2021-03-01,132.0,65362.0,79078.0,122777.0,267349.0,85023.0,5769.0,88017.0,88540.0,267349.0
2022-03-01,132.0,75567.0,74744.0,138706.0,289149.0,88996.0,6615.0,96766.0,96771.0,289149.0
2023-03-01,132.0,78610.0,103039.0,155042.0,336823.0,94896.0,7778.0,105355.0,128793.0,336823.0
2024-03-01,133.0,88520.0,137155.0,186309.0,412116.0,100494.0,18358.0,129306.0,163959.0,412116.0
2025-03-01,136.0,97373.0,186326.0,216206.0,500040.0,141148.0,14765.0,140496.0,203632.0,500040.0
2025-09-01,136.0,99482.0,205403.0,225081.0,530102.0,145019.0,14333.0,107901.0,262848.0,530102.0
