date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,80.0,7140.0,0.0,7760.0,14980.0,695.0,458.0,0.0,13828.0,14980.0
2015-03-01,80.0,8037.0,25.0,7587.0,15729.0,1073.0,140.0,0.0,14516.0,15729.0
2016-03-01,240.0,9006.0,28.0,9330.0,18605.0,1232.0,430.0,462.0,16481.0,18605.0
2017-03-01,223.0,7512.0,64.0,9800.0,17600.0,1501.0,743.0,491.0,14865.0,17600.0
2018-03-01,244.0,7772.0,80.0,10868.0,18965.0,1839.0,940.0,937.0,15248.0,18965.0
2019-03-01,244.0,8968.0,34.0,11575.0,20821.0,2298.0,849.0,964.0,16710.0,20821.0
2020-03-01,244.0,9828.0,8.0,14271.0,24351.0,2713.0,828.0,1110.0,19700.0,24351.0
2021-03-01,244.0,10816.0,0.0,18434.0,29494.0,2652.0,883.0,1306.0,24653.0,29494.0
2022-03-01,244.0,12042.0,53.0,21574.0,33912.0,2675.0,1006.0,1572.0,28659.0,33912.0
2023-03-01,731.0,13131.0,61.0,21567.0,35490.0,2963.0,855.0,650.0,31022.0,35490.0
2024-03-01,731.0,15595.0,63.0,23136.0,39524.0,3035.0,894.0,682.0,34913.0,39524.0
2025-03-01,731.0,19243.0,61.0,20788.0,40824.0,3419.0,1052.0,743.0,35610.0,40824.0
2025-09-01,731.0,20836.0,59.0,21299.0,42925.0,4114.0,564.0,779.0,37467.0,42925.0
