date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,40.0,5583.0,284.0,4215.0,10122.0,2247.0,855.0,4106.0,2914.0,10122.0
2015-03-01,40.0,6500.0,100.0,4014.0,10654.0,2952.0,719.0,3118.0,3864.0,10654.0
2016-03-01,40.0,8794.0,232.0,3829.0,12896.0,3784.0,653.0,4501.0,3958.0,12896.0
2017-03-01,40.0,10276.0,261.0,4736.0,15312.0,4599.0,581.0,6066.0,4066.0,15312.0
2018-03-01,40.0,11932.0,228.0,5197.0,17397.0,4961.0,355.0,7669.0,4411.0,17397.0
2019-03-01,40.0,13080.0,312.0,5072.0,18504.0,4952.0,573.0,6114.0,6865.0,18504.0
2020-03-01,40.0,14366.0,453.0,4815.0,19674.0,6473.0,391.0,8359.0,4451.0,19674.0
2021-03-01,40.0,15376.0,584.0,7096.0,23096.0,6380.0,495.0,10582.0,5639.0,23096.0
2022-03-01,40.0,15807.0,605.0,6027.0,22478.0,6194.0,517.0,10528.0,5240.0,22478.0
2023-03-01,40.0,16616.0,568.0,6694.0,23917.0,6159.0,454.0,10891.0,6413.0,23917.0
2024-03-01,40.0,17659.0,606.0,7847.0,26153.0,6232.0,484.0,12751.0,6685.0,26153.0
2025-03-01,40.0,19232.0,700.0,8418.0,28390.0,6283.0,487.0,14384.0,7236.0,28390.0
2025-09-01,40.0,20965.0,718.0,10938.0,32661.0,6622.0,198.0,17345.0,8496.0,32661.0
